SEQN,RIDAGEYR,RIAGENDR,RIDRETH3,INDHHIN2,INDFMPIR
86166,13,2,4,8,1.76
86167,36,2,1,15,5
86168,80,1,3,7,2.18
86169,46,2,6,14,3.25
86170,10,2,3,9,2.24
86171,7,2,1,14,1.86
86172,33,2,3,14,3.23
86173,31,1,3,10,4.06
86174,16,2,3,15,5
86175,33,1,6,7,3.06
86176,33,1,1,7,1.06
86177,38,2,3,9,2.56
86178,69,1,4,3,0.88
86179,11,2,6,15,3.07
86180,15,2,3,10,3.22
86181,42,2,3,15,3.38
86182,54,1,1,15,5
86183,46,1,3,7,1.07
86184,18,2,2,15,3.54
86185,53,1,3,10,3.6
86186,55,2,2,6,1.88
86187,4,1,3,4,0.62
86188,30,2,4,7,2.5
86189,28,2,3,6,0.99
86190,54,2,4,5,1.29
86191,29,2,4,8,1.76
86192,59,2,4,4,0.94
86193,9,2,3,14,2.18
86194,80,1,3,99,NA
86195,61,2,2,77,NA
86196,55,2,3,8,1.76
86197,62,1,2,4,1.53
86198,8,2,1,77,NA
86199,3,1,7,1,0.05
86200,48,2,7,5,0.91
86201,80,2,3,6,2.57
86202,8,1,3,15,3.52
86203,48,1,3,15,5
86204,5,1,3,15,5
86205,25,1,3,8,3.82
86206,3,1,4,77,NA
86207,16,2,2,NA,NA
86208,53,1,3,15,5
86209,31,1,2,6,1.24
86210,47,2,4,8,2.49
86211,3,2,4,7,1.11
86212,32,2,1,2,0.25
86213,39,1,6,7,1.77
86214,80,2,2,2,0.61
86215,63,1,3,15,5
86216,9,2,6,12,NA
86217,9,2,1,3,0.69
86218,25,2,3,7,1.74
86219,60,2,6,1,0.13
86220,38,1,4,6,0.92
86221,57,2,2,1,0.02
86222,1,1,3,7,1.75
86223,77,2,2,4,0.79
86224,13,2,3,14,2.3
86225,80,1,3,6,1.88
86226,23,2,3,12,1.7
86227,70,2,4,5,1.38
86228,6,1,4,14,2.81
86229,15,2,7,6,2.06
86230,1,1,1,6,0.61
86231,50,1,4,10,3.36
86232,13,2,1,14,3.79
86233,45,1,3,15,5
86234,10,1,4,1,0.2
86235,2,2,3,8,1.58
86236,34,1,4,7,2.62
86237,80,1,2,6,1.88
86238,45,2,4,5,0.99
86239,57,2,3,3,0.65
86240,4,1,1,4,1.07
86241,73,2,4,5,2.08
86242,62,2,2,5,1.32
86243,62,1,4,15,4.92
86244,80,2,2,12,NA
86245,47,2,3,3,0.43
86246,33,1,6,99,NA
86247,78,2,3,6,1.88
86248,7,2,4,77,NA
86249,24,2,7,2,0.31
86250,5,2,6,14,3.4
86251,5,1,1,1,0.17
86252,16,1,3,15,3.52
86253,2,1,2,NA,NA
86254,12,1,6,15,5
86255,74,2,1,2,0.18
86256,10,2,1,3,0.21
86257,8,2,3,15,4.12
86258,80,2,3,1,0.28
86259,43,2,3,10,2.7
86260,26,2,3,9,2.99
86261,24,1,3,15,5
86262,31,2,4,15,5
86263,3,1,2,9,3.14
86264,11,1,3,15,4.36
86265,57,1,1,NA,NA
86266,0,1,1,4,0.75
86267,55,2,4,NA,NA
86268,57,2,2,6,1.06
86269,9,2,4,6,0.93
86270,6,1,4,NA,NA
86271,55,2,6,NA,NA
86272,22,2,4,13,NA
86273,73,2,4,7,2.18
86274,11,1,1,15,4.93
86275,20,1,4,15,5
86276,68,1,1,6,1.76
86277,65,2,1,7,2.08
86278,22,1,2,12,0.89
86279,35,2,3,5,1.05
86280,80,1,3,12,NA
86281,26,1,6,9,2.69
86282,51,2,6,8,1.58
86283,11,2,6,12,NA
86284,46,1,1,6,1.05
86285,18,1,1,4,0.03
86286,60,2,4,99,NA
86287,18,2,4,5,0.91
86288,17,2,3,15,5
86289,7,2,7,15,5
86290,29,2,3,5,1
86291,60,2,3,7,2.18
86292,16,1,3,6,0.92
86293,40,2,1,9,2
86294,10,1,4,8,1.67
86295,1,1,3,9,1.22
86296,40,1,3,9,2.98
86297,35,2,3,6,1.7
86298,50,2,3,15,5
86299,41,1,1,1,0
86300,59,2,4,15,5
86301,26,1,4,5,1.22
86302,9,2,1,2,0.17
86303,1,2,3,14,3.5
86304,8,2,3,15,5
86305,8,2,7,9,2.47
86306,6,1,4,7,0.95
86307,0,1,3,13,0.13
86308,22,2,2,1,0.2
86309,15,1,1,9,1.84
86310,80,2,4,14,5
86311,18,2,1,5,0.77
86312,58,1,4,14,5
86313,10,1,3,10,2.67
86314,11,1,3,15,5
86315,80,2,1,3,0.63
86316,12,2,1,9,2.84
86317,80,1,3,5,1.51
86318,63,1,3,3,0.92
86319,55,2,3,3,0.93
86320,80,1,2,2,0.38
86321,25,2,6,7,1.07
86322,39,2,2,7,1.37
86323,24,2,1,7,1.41
86324,29,2,3,8,2.81
86325,60,1,2,1,0.1
86326,69,2,3,99,NA
86327,12,2,3,8,0.16
86328,75,1,4,15,5
86329,18,2,2,8,2.06
86330,5,2,4,6,1.62
86331,1,2,1,1,0
86332,34,2,4,1,0.05
86333,23,1,7,14,3.11
86334,72,1,7,5,1.98
86335,60,1,2,77,NA
86336,62,2,3,6,2.09
86337,11,1,3,10,1.91
86338,55,1,1,6,0.67
86339,80,2,6,12,NA
86340,10,2,2,4,0.6
86341,3,2,2,77,NA
86342,31,1,3,7,1.17
86343,54,1,6,15,5
86344,7,2,4,9,3.75
86345,14,2,7,2,0.3
86346,0,2,4,5,0.82
86347,54,1,3,5,0.84
86348,35,1,6,15,5
86349,71,1,6,15,5
86350,49,2,1,15,4.94
86351,53,1,3,9,3.45
86352,31,2,4,10,2.29
86353,7,2,7,8,1.54
86354,37,1,1,7,1.65
86355,7,2,6,99,NA
86356,49,2,1,7,0.95
86357,75,2,2,9,5
86358,62,2,3,6,2.1
86359,37,1,3,14,4.38
86360,50,1,2,2,0.43
86361,76,2,3,8,3.4
86362,58,1,1,1,0.08
86363,9,1,1,8,1.65
86364,42,2,3,15,4.95
86365,68,1,1,5,1.19
86366,53,2,3,10,5
86367,48,1,1,6,0.8
86368,52,1,4,14,5
86369,14,1,1,NA,NA
86370,8,2,4,7,1.55
86371,0,2,1,7,1.44
86372,39,2,4,15,4.22
86373,15,2,2,14,3.3
86374,5,1,3,15,3.33
86375,11,1,3,9,1.52
86376,10,1,4,6,0.92
86377,76,2,3,NA,NA
86378,5,2,2,9,2.31
86379,42,1,3,4,1.27
86380,2,1,3,5,0.6
86381,15,1,4,8,1.98
86382,3,2,4,6,1.49
86383,78,2,2,15,5
86384,37,2,3,3,0.5
86385,9,1,3,9,2.39
86386,72,1,2,2,0.47
86387,13,2,3,9,1.69
86388,6,1,2,10,2.6
86389,13,1,6,14,3.29
86390,15,2,4,15,5
86391,5,1,4,5,0.33
86392,1,2,4,1,0.21
86393,45,1,6,10,2.88
86394,38,1,2,9,2.11
86395,36,2,3,12,0.87
86396,27,1,1,10,2.85
86397,28,2,2,8,1.28
86398,11,1,2,3,0.31
86399,35,2,6,10,2.46
86400,62,2,1,4,1.07
86401,53,1,1,77,NA
86402,19,1,6,8,0.42
86403,0,2,2,4,0.85
86404,80,1,3,6,1.56
86405,80,1,4,4,1.33
86406,80,1,3,6,2.55
86407,2,2,2,5,1.1
86408,0,2,2,15,3.53
86409,21,2,4,9,1.47
86410,16,1,4,8,1.76
86411,0,1,1,NA,NA
86412,8,2,4,3,0.56
86413,44,2,3,15,5
86414,1,1,7,6,1.15
86415,21,2,7,15,0.84
86416,51,2,7,4,0.2
86417,40,1,4,NA,NA
86418,57,1,4,14,5
86419,11,1,3,14,3.09
86420,80,1,3,6,1.32
86421,15,2,3,7,1.41
86422,5,2,1,4,0.56
86423,7,2,1,5,0.84
86424,23,1,1,8,1.22
86425,25,2,1,1,0.13
86426,75,2,6,15,5
86427,2,1,3,8,2.06
86428,39,1,3,5,0.74
86429,10,1,3,15,5
86430,66,1,1,14,4.11
86431,2,2,4,3,0.45
86432,80,1,6,3,0.82
86433,78,1,3,9,2.98
86434,15,1,4,13,NA
86435,72,1,1,7,1.44
86436,30,2,3,8,1.69
86437,7,2,6,15,4.12
86438,8,2,3,14,3.09
86439,67,1,1,8,2.49
86440,7,2,1,10,2.29
86441,50,2,6,15,4.12
86442,2,1,3,3,0.38
86443,59,1,3,14,5
86444,44,1,4,3,0.51
86445,51,1,6,14,4.46
86446,51,2,3,14,5
86447,22,2,3,3,0.75
86448,14,2,2,7,1.23
86449,0,2,1,7,1.98
86450,77,1,2,99,NA
86451,63,1,2,9,2.47
86452,45,1,4,6,2.12
86453,36,2,7,15,5
86454,64,1,1,13,NA
86455,10,2,3,15,5
86456,36,2,2,14,3.72
86457,8,2,3,10,2.15
86458,44,2,4,15,5
86459,50,2,2,3,0.75
86460,37,2,3,6,0.6
86461,31,2,2,14,1.89
86462,3,1,1,77,NA
86463,66,1,4,15,5
86464,14,1,4,15,5
86465,16,1,1,15,4.93
86466,9,1,4,7,1.75
86467,23,2,1,6,1.36
86468,79,2,4,13,NA
86469,2,1,4,1,0.06
86470,13,2,6,15,4.95
86471,8,1,4,1,0.21
86472,30,2,3,8,4.38
86473,62,2,1,3,0.82
86474,76,1,1,3,0.87
86475,0,2,3,15,3.52
86476,18,2,4,77,NA
86477,80,2,3,5,1.44
86478,1,1,3,14,3.82
86479,21,2,3,15,5
86480,65,1,2,7,2.7
86481,9,1,1,1,0.02
86482,46,2,3,7,0.98
86483,22,1,6,14,4.03
86484,2,2,3,15,4.22
86485,69,2,4,13,NA
86486,2,2,1,7,1.55
86487,43,1,2,14,3.42
86488,1,1,1,1,0.07
86489,0,1,3,10,3.68
86490,31,2,3,NA,NA
86491,20,1,3,13,NA
86492,17,2,1,6,1.04
86493,44,2,3,4,0.74
86494,80,2,3,7,3.23
86495,68,2,6,7,2.75
86496,52,2,6,3,0.6
86497,5,1,6,7,1.07
86498,73,2,1,14,5
86499,19,1,4,NA,NA
86500,60,1,4,4,0.98
86501,5,2,4,6,0.92
86502,2,1,4,4,0.63
86503,3,1,3,9,1.93
86504,2,2,4,15,5
86505,64,1,4,14,4.27
86506,24,1,3,15,4.7
86507,30,1,1,7,1.55
86508,2,2,4,77,NA
86509,12,2,1,12,NA
86510,36,2,2,5,1.1
86511,16,2,1,77,NA
86512,59,1,3,10,4.06
86513,26,2,2,8,1.76
86514,44,1,3,10,1.91
86515,61,1,1,6,0.78
86516,71,1,3,10,4.37
86517,25,1,1,7,1.41
86518,26,1,4,6,1.64
86519,71,2,6,12,NA
86520,39,2,3,15,5
86521,50,1,1,12,2.12
86522,57,2,3,6,0.92
86523,14,1,1,5,0.68
86524,21,2,1,77,NA
86525,68,1,4,9,1.47
86526,32,1,4,5,1.7
86527,3,1,4,9,1.5
86528,37,2,4,8,1.76
86529,17,1,3,3,0.6
86530,58,2,3,2,0.51
86531,11,2,7,7,1.44
86532,19,2,4,2,0.5
86533,4,1,6,15,4.96
86534,43,2,4,7,2.2
86535,12,1,3,14,2.46
86536,17,2,1,4,0.1
86537,80,2,3,6,1.56
86538,12,1,3,15,5
86539,19,2,3,15,5
86540,43,1,2,4,0.56
86541,18,1,4,1,0.04
86542,64,1,3,9,3.75
86543,9,2,4,9,1.94
86544,46,2,2,NA,NA
86545,0,1,2,15,5
86546,69,1,3,14,4.99
86547,8,1,2,14,3.17
86548,69,1,7,NA,NA
86549,44,1,4,10,2.46
86550,3,1,1,3,0.35
86551,25,1,4,4,0.65
86552,37,2,3,6,1.06
86553,35,1,1,14,4.18
86554,0,1,3,14,2.64
86555,33,1,4,5,1.09
86556,31,2,4,14,2.81
86557,52,2,1,9,2.58
86558,60,1,4,5,1.68
86559,5,1,6,15,4.22
86560,24,1,1,7,1.65
86561,4,1,3,15,4.36
86562,8,2,3,15,3.07
86563,58,1,4,14,5
86564,64,1,4,10,5
86565,66,1,3,15,5
86566,40,2,4,6,2.01
86567,80,2,3,1,0.31
86568,46,2,3,15,3.99
86569,23,1,1,10,3.12
86570,11,2,3,15,1.67
86571,10,2,7,6,1.87
86572,40,2,6,4,0.85
86573,65,1,6,4,1.52
86574,30,1,3,9,2.98
86575,27,1,3,5,1.08
86576,3,1,2,12,NA
86577,12,2,1,5,0.59
86578,11,2,6,9,2.27
86579,47,1,3,15,5
86580,59,1,3,5,1.51
86581,65,1,3,15,5
86582,0,1,3,7,1.53
86583,70,1,4,6,2.19
86584,52,2,4,15,5
86585,2,2,7,3,0.78
86586,28,2,1,10,2.15
86587,7,2,4,2,0.27
86588,65,1,1,15,2.79
86589,10,1,3,15,4.94
86590,42,2,7,10,4.08
86591,53,1,2,3,0.75
86592,28,1,4,10,4.37
86593,13,2,3,14,3.27
86594,38,1,1,7,0.84
86595,12,1,7,15,5
86596,7,2,6,15,5
86597,69,1,3,5,1.26
86598,25,1,3,12,NA
86599,27,1,3,7,1.73
86600,25,2,3,6,1.26
86601,23,1,2,77,NA
86602,1,1,1,77,NA
86603,53,2,2,15,5
86604,80,1,3,6,1.61
86605,2,2,1,6,1.16
86606,50,2,3,15,5
86607,30,2,4,7,3.4
86608,1,1,1,13,NA
86609,33,1,4,5,0
86610,52,2,1,7,2.7
86611,28,2,2,7,1.73
86612,3,1,3,9,2.22
86613,38,2,3,15,3.52
86614,55,1,7,12,NA
86615,13,2,4,13,NA
86616,13,1,3,9,1.42
86617,39,1,1,1,0.01
86618,34,2,6,6,1.24
86619,12,1,4,13,NA
86620,58,1,3,6,1.69
86621,48,1,3,6,0.76
86622,6,2,1,8,2.23
86623,55,1,3,14,5
86624,51,1,3,15,5
86625,12,1,2,14,1.89
86626,41,2,6,15,4.96
86627,68,2,4,3,1.02
86628,80,2,4,9,1.47
86629,23,2,3,15,1.52
86630,35,1,4,15,4.53
86631,2,2,1,5,0.82
86632,24,2,4,5,0.33
86633,62,2,3,6,1.69
86634,6,2,4,10,2.29
86635,7,1,3,3,0.49
86636,18,1,1,4,0.38
86637,40,2,4,15,4.23
86638,39,1,1,5,0.68
86639,46,2,4,6,0.89
86640,59,1,3,2,0.75
86641,59,2,3,8,3.01
86642,12,1,3,6,1.49
86643,0,2,2,5,1
86644,80,1,3,3,1.14
86645,45,2,3,4,1.61
86646,80,1,6,15,4.12
86647,2,1,7,12,NA
86648,16,1,4,8,2.14
86649,32,2,1,2,0.17
86650,78,2,4,2,0.61
86651,5,2,3,15,3.59
86652,59,1,1,8,2.24
86653,3,1,3,15,5
86654,16,1,3,15,5
86655,54,1,3,5,1.15
86656,71,1,1,1,0.08
86657,67,1,4,14,5
86658,26,1,1,14,3.7
86659,14,2,1,6,1.24
86660,17,2,3,14,3.3
86661,62,1,2,3,0.42
86662,70,1,4,10,2.53
86663,40,1,1,6,1.49
86664,69,1,4,7,2.5
86665,68,2,6,12,NA
86666,18,2,4,9,2.19
86667,63,2,6,7,2.18
86668,37,1,2,6,1.49
86669,76,1,6,3,0.81
86670,25,2,1,4,0.94
86671,25,1,3,8,1.58
86672,17,2,4,5,1.12
86673,11,1,2,8,2.12
86674,62,1,3,14,4.61
86675,62,2,2,14,2.64
86676,43,1,1,NA,NA
86677,24,1,3,8,1.83
86678,0,1,4,99,NA
86679,23,1,3,15,4.61
86680,11,2,2,7,1.23
86681,44,2,2,9,1.47
86682,0,1,2,7,1.37
86683,44,1,4,NA,NA
86684,1,1,1,5,0.7
86685,63,1,6,10,1.91
86686,37,2,4,14,3.09
86687,53,2,6,15,5
86688,6,1,1,6,0.92
86689,30,2,4,2,0.18
86690,10,2,4,6,2
86691,55,1,3,9,5
86692,80,1,4,99,NA
86693,0,1,3,10,2.89
86694,10,2,4,8,1.76
86695,75,2,6,3,0.81
86696,67,2,2,NA,NA
86697,42,2,4,5,0.21
86698,40,2,6,7,1.77
86699,71,1,3,5,1.26
86700,0,1,3,14,3.13
86701,49,1,6,12,NA
86702,5,2,6,NA,NA
86703,59,2,3,4,0.63
86704,0,1,6,9,1.84
86705,59,2,1,4,0.46
86706,79,2,3,8,1.31
86707,30,2,4,8,1.36
86708,2,2,7,NA,NA
86709,17,1,1,NA,NA
86710,33,1,6,9,3.75
86711,8,2,6,7,1.07
86712,64,1,6,10,4.06
86713,65,1,4,77,NA
86714,11,2,3,9,2.26
86715,50,1,3,10,1.77
86716,11,2,6,15,5
86717,62,2,3,5,1.69
86718,44,1,4,4,1.19
86719,62,1,4,4,0.94
86720,34,2,1,15,5
86721,2,1,3,6,1.69
86722,40,2,1,77,NA
86723,10,1,1,NA,NA
86724,12,2,6,15,5
86725,8,1,2,5,1.25
86726,3,1,1,14,3.51
86727,41,1,2,8,2.48
86728,32,2,2,6,1.06
86729,17,1,3,9,2.74
86730,78,1,3,6,1.4
86731,29,1,2,12,NA
86732,69,1,2,1,0.28
86733,35,1,3,10,4.37
86734,7,1,2,4,0.75
86735,3,2,4,5,0.63
86736,45,2,3,15,5
86737,50,1,2,99,NA
86738,11,2,4,10,1.82
86739,2,1,7,15,4.33
86740,57,1,2,8,3.14
86741,77,2,4,13,NA
86742,54,1,1,9,1.49
86743,8,2,1,8,1.58
86744,25,1,4,6,1.32
86745,65,1,2,3,0.89
86746,53,2,3,12,NA
86747,47,1,3,15,5
86748,63,1,4,99,0.71
86749,1,2,4,6,1.49
86750,2,1,3,15,3.8
86751,1,2,2,14,2.3
86752,35,2,3,6,1.32
86753,80,2,3,8,2.98
86754,18,1,1,2,0.45
86755,28,1,3,7,1.65
86756,61,2,3,4,0.94
86757,78,1,1,99,NA
86758,7,1,3,15,4.98
86759,60,2,6,NA,NA
86760,6,1,6,1,0
86761,40,2,6,15,5
86762,7,1,6,15,5
86763,11,1,3,10,2.46
86764,19,1,2,9,2.31
86765,1,1,2,5,0.84
86766,9,1,4,6,1.39
86767,19,1,4,NA,0.55
86768,14,1,1,9,1.84
86769,12,2,6,8,1.86
86770,7,1,3,9,1.52
86771,18,1,4,2,0.26
86772,80,1,4,12,NA
86773,77,2,3,NA,0.97
86774,43,1,1,6,1.32
86775,14,2,4,10,2.29
86776,28,2,1,8,1.86
86777,52,1,2,13,NA
86778,40,2,3,15,5
86779,8,1,7,5,1.14
86780,9,2,7,7,1.44
86781,18,2,4,10,2.29
86782,23,2,4,7,0.95
86783,1,1,3,6,1.16
86784,64,1,6,6,1.63
86785,49,2,2,9,3.17
86786,4,1,3,8,1.36
86787,60,2,6,3,0.83
86788,1,2,1,12,NA
86789,9,1,1,14,2.33
86790,29,1,7,14,4.28
86791,80,2,3,3,0.85
86792,45,1,2,15,5
86793,16,2,4,77,NA
86794,71,1,3,3,0.92
86795,35,2,7,1,0.05
86796,16,2,3,15,4.63
86797,11,2,6,4,0.85
86798,19,1,3,15,5
86799,10,1,4,5,1.19
86800,36,2,6,7,1.73
86801,30,1,4,9,1.47
86802,30,2,4,8,1.1
86803,2,2,4,NA,NA
86804,10,1,3,15,5
86805,31,2,2,6,0.92
86806,64,1,4,4,1
86807,8,1,4,6,0.92
86808,12,1,1,77,NA
86809,59,1,3,14,5
86810,36,2,7,10,2.29
86811,13,2,6,15,4.95
86812,64,2,1,14,2.5
86813,8,1,3,6,0.82
86814,72,1,1,2,0.81
86815,33,1,1,5,0.91
86816,19,1,3,15,5
86817,60,1,1,12,NA
86818,16,2,4,6,2.09
86819,7,1,1,7,1.73
86820,52,1,6,15,5
86821,1,2,3,7,1.79
86822,4,1,3,15,4.12
86823,6,1,4,9,2.47
86824,70,1,4,8,2.82
86825,14,1,7,14,3.16
86826,80,2,4,9,3.87
86827,42,2,6,1,0
86828,0,2,3,15,2.64
86829,37,1,3,14,2.81
86830,71,2,1,3,0.78
86831,70,1,1,2,0.15
86832,2,1,4,13,NA
86833,26,2,3,8,2.81
86834,8,1,2,8,1.86
86835,0,2,1,4,0.63
86836,3,2,4,2,0.18
86837,57,1,3,6,1.24
86838,44,2,3,15,5
86839,36,2,3,14,5
86840,11,1,3,3,0.49
86841,23,2,2,15,3.52
86842,32,1,1,7,1.84
86843,5,2,3,14,2.82
86844,39,1,2,NA,NA
86845,1,2,7,14,4.28
86846,6,2,3,15,3.16
86847,55,1,3,NA,NA
86848,58,1,4,2,0.55
86849,10,1,6,6,0.92
86850,14,2,4,7,1.41
86851,9,1,3,4,0.58
86852,1,2,7,14,4
86853,7,1,4,8,1.85
86854,9,2,1,77,NA
86855,39,2,2,6,1.03
86856,54,1,3,15,5
86857,4,2,3,9,2.27
86858,20,2,4,14,3.92
86859,79,1,1,77,NA
86860,6,1,3,14,3.34
86861,0,1,1,5,1
86862,2,1,4,2,0.24
86863,24,2,1,15,5
86864,48,1,6,6,1.24
86865,9,2,2,10,3.05
86866,1,2,3,15,5
86867,8,1,2,6,1.23
86868,22,2,2,10,2.6
86869,7,2,3,15,5
86870,25,1,4,2,0.35
86871,73,1,3,5,1.77
86872,66,2,2,4,0.62
86873,15,1,6,14,1.03
86874,4,1,3,7,1.23
86875,66,1,1,6,1.11
86876,38,2,6,15,4.94
86877,40,1,3,15,5
86878,79,1,3,7,2.25
86879,63,2,2,4,0.51
86880,10,2,4,15,5
86881,51,1,2,1,0.02
86882,41,2,1,9,2.74
86883,51,1,4,14,3.92
86884,6,1,4,5,0.61
86885,26,1,4,4,0.98
86886,52,1,1,10,1.02
86887,58,1,2,1,0.34
86888,24,1,4,NA,1.21
86889,47,2,3,8,0.16
86890,6,2,4,4,0.58
86891,10,1,3,7,1.09
86892,11,1,3,8,1.65
86893,7,2,2,7,1.73
86894,45,1,1,8,1.54
86895,8,2,1,6,0.83
86896,0,1,2,15,5
86897,40,1,4,15,5
86898,80,2,3,3,1.21
86899,22,1,4,5,0.77
86900,2,2,1,12,2.97
86901,54,2,6,9,2.47
86902,80,1,4,3,1.01
86903,61,2,4,NA,NA
86904,1,1,3,8,1.36
86905,26,2,3,10,4.39
86906,33,1,2,3,0.55
86907,2,1,7,9,1.92
86908,41,2,1,15,5
86909,48,1,6,9,3.92
86910,38,1,2,6,0.88
86911,25,1,3,9,2.46
86912,4,2,3,3,0.6
86913,77,1,1,8,2.98
86914,9,1,1,10,2.36
86915,12,2,4,3,0.34
86916,74,2,1,99,NA
86917,13,1,3,15,4.12
86918,51,2,4,7,1.77
86919,9,2,1,15,3.52
86920,27,1,7,2,0.42
86921,4,2,7,15,4.12
86922,33,2,6,15,5
86923,31,2,6,15,5
86924,5,2,3,15,4.61
86925,80,1,4,5,1.35
86926,5,1,3,15,1.69
86927,69,2,3,77,NA
86928,52,1,3,4,1.67
86929,52,1,3,15,3.93
86930,46,1,2,14,5
86931,80,2,3,7,2.75
86932,59,1,2,14,3.3
86933,30,2,1,4,0.62
86934,29,1,1,15,5
86935,14,2,2,15,5
86936,4,2,1,77,NA
86937,17,1,3,15,2.51
86938,9,1,3,15,5
86939,35,1,2,3,0.85
86940,64,1,6,10,4.39
86941,45,2,2,12,NA
86942,50,1,4,77,NA
86943,13,2,4,77,NA
86944,0,2,3,2,0.3
86945,5,2,1,2,0.17
86946,7,1,1,5,0.68
86947,30,1,6,9,2.88
86948,8,1,3,9,0
86949,77,1,3,9,3.92
86950,80,2,3,13,NA
86951,1,2,3,4,0.93
86952,80,2,3,5,1.77
86953,10,2,1,6,0.92
86954,6,1,7,15,5
86955,74,2,4,14,2.61
86956,11,2,2,7,1.73
86957,2,1,4,2,0.1
86958,17,1,3,4,0.63
86959,36,2,6,15,5
86960,22,2,3,3,0.64
86961,25,2,3,15,3.65
86962,13,2,2,13,NA
86963,6,2,4,2,0.18
86964,6,1,3,10,2.46
86965,80,1,1,4,0.42
86966,80,2,3,8,4.25
86967,51,2,6,14,4.99
86968,25,2,2,7,2.72
86969,41,1,3,14,3.73
86970,20,1,2,14,3.83
86971,24,1,3,14,4.46
86972,42,2,4,15,5
86973,11,2,3,6,0.92
86974,47,1,2,6,1.64
86975,0,1,3,9,2.39
86976,3,2,3,15,5
86977,29,2,4,2,0.37
86978,16,2,1,2,0.25
86979,15,1,3,9,2.74
86980,54,1,6,6,2.55
86981,27,2,3,6,1.24
86982,66,1,1,14,2.5
86983,34,1,3,6,1.49
86984,7,2,1,9,2.08
86985,34,1,7,5,1.68
86986,26,1,1,6,0.61
86987,76,1,3,6,1.82
86988,19,1,3,15,2.51
86989,44,1,6,1,0
86990,35,2,3,14,2.81
86991,76,2,3,13,NA
86992,23,1,3,14,2.95
86993,15,2,3,15,5
86994,70,1,2,5,1.32
86995,7,2,3,15,5
86996,41,2,6,15,4.95
86997,51,1,2,6,1.88
86998,64,1,4,9,3.75
86999,76,1,4,6,2.1
87000,64,2,3,10,4.62
87001,8,1,4,14,5
87002,14,1,7,14,3.92
87003,53,1,3,77,NA
87004,37,1,3,9,1.84
87005,31,2,1,7,1.35
87006,0,1,2,1,0.11
87007,45,2,3,14,3.09
87008,63,1,4,8,3.87
87009,6,1,2,8,1.86
87010,61,2,3,6,1.49
87011,0,1,7,10,2.53
87012,13,2,3,9,2.98
87013,0,2,7,4,0.55
87014,79,2,3,5,1.51
87015,9,2,3,6,1.5
87016,53,2,1,99,0.84
87017,11,2,3,15,5
87018,49,2,2,10,3.63
87019,80,1,4,12,NA
87020,0,1,4,14,4.28
87021,58,1,3,6,1.75
87022,4,2,4,1,0.05
87023,7,1,3,14,2.82
87024,80,2,3,6,1.62
87025,11,2,4,5,0.82
87026,21,2,1,5,0.95
87027,4,1,1,14,2.46
87028,27,2,4,5,1.29
87029,2,2,3,2,0.25
87030,36,2,3,15,0.13
87031,48,2,3,14,2.82
87032,75,1,3,15,5
87033,12,2,6,8,2.48
87034,16,1,4,14,2.79
87035,29,1,2,14,4.33
87036,22,1,6,15,4.94
87037,13,1,4,5,0.54
87038,9,1,7,15,5
87039,37,2,6,15,4.96
87040,6,1,4,8,1.36
87041,3,2,1,4,0.65
87042,17,1,4,12,NA
87043,17,1,4,8,1.76
87044,32,2,4,7,1.1
87045,6,2,7,5,0.82
87046,32,2,3,4,0.74
87047,7,1,2,6,1.57
87048,69,1,3,5,2.02
87049,62,2,4,10,4.06
87050,46,2,7,5,0.75
87051,36,1,1,6,0.99
87052,80,2,4,6,2.76
87053,34,2,1,8,1.28
87054,7,2,4,14,2.81
87055,80,1,3,8,3.01
87056,18,2,4,10,2.29
87057,14,1,4,5,0.74
87058,14,2,3,8,1.23
87059,0,2,1,NA,NA
87060,13,1,3,14,3.22
87061,80,1,1,12,NA
87062,6,1,4,5,0.82
87063,18,1,1,6,0.83
87064,64,1,2,3,1.23
87065,7,2,2,2,0.42
87066,28,2,6,7,1.73
87067,79,2,2,6,1.49
87068,2,2,1,9,2.47
87069,49,1,1,7,1.55
87070,1,2,1,3,0.4
87071,14,1,6,NA,NA
87072,52,1,4,77,NA
87073,27,1,1,77,NA
87074,22,1,3,15,5
87075,8,2,1,2,0.25
87076,3,1,4,3,0.42
87077,16,1,6,14,2
87078,63,2,2,6,1.24
87079,65,1,4,5,1.44
87080,33,2,2,6,0.94
87081,58,2,4,14,2.45
87082,1,2,1,8,2.06
87083,13,1,6,10,3.57
87084,56,2,4,5,1.87
87085,0,1,4,10,2.21
87086,60,2,1,6,0.78
87087,2,1,1,10,2.78
87088,27,2,4,4,0.97
87089,11,2,4,5,0.99
87090,34,2,2,7,2.2
87091,0,1,3,6,0.88
87092,16,2,2,6,1.04
87093,8,1,1,5,0.61
87094,33,1,6,NA,NA
87095,17,1,1,7,1.41
87096,5,2,6,5,0.91
87097,2,2,3,15,4.95
87098,18,1,6,15,4.12
87099,66,2,2,NA,NA
87100,23,2,6,8,1.85
87101,12,1,1,15,3.99
87102,6,1,3,77,NA
87103,17,1,3,15,5
87104,6,1,4,8,2.14
87105,10,2,3,15,5
87106,4,1,6,15,5
87107,24,1,6,15,0.2
87108,52,1,3,15,5
87109,67,2,6,9,3.77
87110,2,2,3,14,3.3
87111,67,1,4,8,3.06
87112,60,2,4,1,0.1
87113,68,1,2,6,1.06
87114,60,1,1,6,1.88
87115,66,2,2,13,NA
87116,9,2,1,7,0.9
87117,15,2,7,15,5
