SEQN,RIDAGEYR,RIAGENDR,RIDRETH3,INDHHIN2,INDFMPIR
88800,8,2,2,NA,NA
88801,18,1,1,15,5
88802,9,1,7,10,2.48
88803,32,2,4,6,0.92
88804,55,1,3,9,2.73
88805,30,1,3,15,5
88806,66,1,2,8,4.21
88807,1,1,1,2,0.21
88808,2,1,7,6,1.26
88809,32,1,3,14,3.54
88810,5,2,1,3,0.35
88811,19,2,6,NA,NA
88812,12,2,4,15,4.94
88813,0,1,3,10,3.22
88814,30,1,1,14,2.99
88815,6,2,2,15,3.13
88816,47,2,2,5,1.14
88817,3,2,4,7,0.95
88818,28,2,1,15,3.07
88819,5,1,3,15,5
88820,0,2,2,7,1.55
88821,0,2,3,15,5
88822,6,1,1,5,0.75
88823,68,2,3,8,4.21
88824,6,2,1,8,2.06
88825,9,2,2,3,0.34
88826,10,2,6,14,4.46
88827,67,1,6,7,1.93
88828,2,1,2,9,1.17
88829,41,2,6,14,5
88830,45,2,1,77,NA
88831,9,1,6,5,0.68
88832,5,1,3,14,3.09
88833,28,2,3,9,2.89
88834,62,2,2,6,1.24
88835,28,2,2,15,5
88836,70,2,3,8,3.14
88837,11,1,3,10,2.89
88838,67,1,4,8,2.49
88839,12,2,1,4,0.49
88840,20,2,4,14,5
88841,38,1,1,12,NA
88842,26,2,6,14,5
88843,28,2,1,7,1.23
88844,0,1,4,13,NA
88845,62,2,3,10,5
88846,32,1,3,NA,NA
88847,60,2,1,15,5
88848,56,2,6,15,5
88849,11,2,2,8,1.54
88850,11,2,1,15,3.52
88851,54,2,3,3,0
88852,8,2,1,99,NA
88853,3,2,1,77,NA
88854,51,2,4,15,5
88855,64,1,1,7,1.65
88856,32,1,1,4,0.9
88857,71,2,4,12,NA
88858,18,2,4,13,NA
88859,50,1,3,4,1.27
88860,8,2,3,14,2.81
88861,19,1,6,15,1.14
88862,51,2,2,99,NA
88863,13,2,2,5,1.19
88864,53,1,4,7,1.77
88865,8,1,1,8,1.58
88866,1,1,2,99,NA
88867,28,2,3,10,2.88
88868,38,2,4,6,0.95
88869,14,1,2,7,1.56
88870,18,1,6,8,0
88871,61,1,6,15,5
88872,2,1,1,6,1.36
88873,10,1,1,6,0.87
88874,64,1,3,NA,NA
88875,60,2,3,6,1.4
88876,19,2,1,4,0.49
88877,53,1,2,4,0.62
88878,20,1,1,77,NA
88879,32,2,4,2,0.42
88880,0,1,3,9,2.47
88881,54,2,4,10,4.37
88882,11,1,6,15,5
88883,72,1,3,15,5
88884,24,1,6,9,2.99
88885,54,1,2,NA,NA
88886,12,2,2,9,2.11
88887,40,1,3,1,0.21
88888,69,2,1,7,2.2
88889,4,1,3,9,2.98
88890,21,2,3,8,1.83
88891,36,2,7,8,4.25
88892,27,2,4,8,2.23
88893,19,1,4,1,0.14
88894,21,1,4,NA,NA
88895,73,2,2,8,1.38
88896,23,1,3,14,2.53
88897,31,1,3,14,4.67
88898,30,1,3,10,2.85
88899,17,1,3,15,5
88900,49,2,2,14,3.7
88901,33,1,3,9,2.27
88902,68,1,3,3,0.84
88903,22,2,3,14,4.04
88904,3,1,7,15,5
88905,17,2,3,14,4.34
88906,29,1,1,10,4.25
88907,44,2,1,7,1.55
88908,54,2,4,8,1.22
88909,0,2,3,15,5
88910,29,2,4,7,3.62
88911,34,1,3,8,2.06
88912,27,1,4,12,1.74
88913,12,1,2,10,3.05
88914,25,1,3,6,1.56
88915,37,1,1,4,0.57
88916,70,2,4,2,0.8
88917,5,1,4,5,0.82
88918,18,2,4,13,NA
88919,68,2,7,99,NA
88920,33,2,6,15,5
88921,1,2,3,5,1.08
88922,8,2,6,14,4.66
88923,0,1,3,15,5
88924,34,1,6,10,0
88925,69,1,1,15,5
88926,70,1,3,14,5
88927,50,1,7,1,0.18
88928,15,1,7,15,3.52
88929,12,1,4,77,NA
88930,24,1,3,5,1.37
88931,4,1,7,5,0.99
88932,38,2,2,6,1.18
88933,41,2,4,9,2.47
88934,80,1,3,15,5
88935,80,1,3,10,4.08
88936,0,1,2,14,3.41
88937,48,2,4,14,3.29
88938,53,2,2,8,2.48
88939,6,1,4,14,3.3
88940,31,1,2,15,5
88941,13,2,1,8,1.58
88942,57,1,3,7,2.97
88943,43,1,1,6,1.24
88944,20,2,4,15,3.55
88945,30,1,3,8,1.69
88946,15,1,3,15,4.12
88947,66,2,7,3,0.81
88948,2,1,3,10,3.22
88949,38,2,2,15,4.04
88950,43,2,6,15,5
88951,20,2,3,15,5
88952,60,1,3,12,NA
88953,7,2,4,6,1.24
88954,9,2,3,15,5
88955,13,1,4,8,2.82
88956,43,1,3,2,0.43
88957,41,2,1,15,4.98
88958,1,1,3,15,4.36
88959,12,1,4,6,1.09
88960,53,1,4,3,1.19
88961,54,1,4,3,0.85
88962,8,1,2,14,3.79
88963,1,2,3,5,0.86
88964,19,2,7,8,1.98
88965,22,1,7,14,3.92
88966,8,1,3,15,2.22
88967,6,1,2,15,5
88968,36,1,1,14,2.99
88969,2,1,4,8,2.06
88970,23,2,6,15,5
88971,11,2,1,3,0.72
88972,10,2,7,15,4.22
88973,0,2,1,15,5
88974,22,1,2,9,2.74
88975,5,2,4,12,NA
88976,46,2,6,6,0.92
88977,0,1,1,1,0.21
88978,7,1,3,7,0.98
88979,51,2,3,15,5
88980,10,1,2,8,3.01
88981,35,1,3,NA,NA
88982,59,2,3,15,5
88983,29,1,1,14,2.75
88984,58,2,1,5,0.95
88985,44,1,6,15,5
88986,22,2,2,12,1.6
88987,0,2,7,8,2.24
88988,7,2,1,3,0.46
88989,4,1,3,7,1.09
88990,52,2,3,5,0.84
88991,65,2,3,7,3.48
88992,27,2,3,14,4.28
88993,8,1,1,15,3.87
88994,32,1,1,6,0.92
88995,1,1,1,5,0.95
88996,33,1,7,15,3.74
88997,11,1,3,15,3.15
88998,17,1,4,77,NA
88999,16,2,1,7,1.55
89000,69,2,4,7,2.2
89001,16,1,4,4,0.74
89002,6,2,3,15,5
89003,52,1,3,9,3.64
89004,0,2,1,9,1.5
89005,43,1,6,8,1.76
89006,50,1,6,14,1.03
89007,2,1,6,15,5
89008,16,2,3,14,3.51
89009,71,2,3,3,1.07
89010,14,1,1,6,1.32
89011,2,1,2,7,1.65
89012,24,2,3,4,0.93
89013,54,2,2,15,5
89014,51,2,4,12,NA
89015,80,1,2,15,5
89016,7,1,4,5,0.99
89017,1,2,7,8,1.98
89018,2,2,3,9,2.98
89019,36,1,1,12,1.68
89020,57,2,3,15,4.7
89021,12,2,3,4,0.86
89022,76,1,1,5,1.38
89023,10,1,7,15,5
89024,1,1,1,4,0.65
89025,48,2,6,1,0
89026,36,2,7,15,5
89027,14,1,4,7,1.61
89028,54,2,2,8,2.24
89029,12,1,1,6,1.05
89030,9,2,7,15,4.22
89031,41,2,7,14,3.92
89032,9,1,2,14,3.3
89033,3,2,1,NA,NA
89034,69,2,3,7,2.39
89035,80,1,1,13,NA
89036,46,2,3,9,2.39
89037,11,1,2,6,1.05
89038,25,2,3,8,2.23
89039,7,1,4,6,0.83
89040,45,1,4,NA,NA
89041,48,2,3,14,2.76
89042,20,1,7,1,0
89043,49,1,3,14,4.73
89044,30,1,3,15,5
89045,19,1,4,1,0.07
89046,1,2,4,4,0.52
89047,37,1,4,7,2.97
89048,6,2,4,6,0.77
89049,11,1,6,15,5
89050,14,1,3,9,1.69
89051,80,2,6,8,2.38
89052,72,2,2,4,0.57
89053,11,1,3,15,5
89054,49,1,4,77,NA
89055,5,2,2,NA,NA
89056,17,1,1,1,0.12
89057,2,1,7,8,1.74
89058,73,2,3,8,2.81
89059,13,1,2,5,1.19
89060,1,1,2,12,NA
89061,2,1,3,15,5
89062,15,2,3,15,5
89063,24,1,3,9,3.54
89064,72,2,3,4,1.32
89065,4,1,4,4,1.07
89066,12,1,2,6,1.23
89067,34,1,3,6,1.32
89068,59,2,1,14,3.09
89069,63,2,7,12,NA
89070,63,1,1,6,1.59
89071,17,1,4,3,0.75
89072,39,2,1,5,1.25
89073,61,2,4,3,0.88
89074,19,2,2,9,1.47
89075,70,1,3,3,1.14
89076,37,2,3,7,1.73
89077,53,1,4,7,1.79
89078,4,2,3,8,1.76
89079,75,1,3,77,NA
89080,34,2,3,NA,NA
89081,43,1,4,1,0
89082,15,1,6,15,5
89083,46,2,3,14,3.17
89084,67,2,2,3,0.75
89085,17,2,7,8,1.54
89086,17,2,1,9,2
89087,41,1,4,7,2.26
89088,36,1,2,77,NA
89089,7,2,1,6,1.13
89090,56,2,3,15,5
89091,70,1,4,2,0.71
89092,13,2,1,NA,NA
89093,57,2,3,6,0
89094,1,1,1,13,NA
89095,54,1,2,8,2.48
89096,80,2,4,3,0.87
89097,71,2,6,4,1.52
89098,0,2,2,15,5
89099,59,1,4,8,2.93
89100,4,1,2,77,NA
89101,4,1,4,7,1.23
89102,60,1,2,2,0.6
89103,64,1,1,8,2.23
89104,43,2,6,99,NA
89105,16,2,2,7,0.84
89106,44,2,4,15,3.52
89107,69,2,7,4,1.53
89108,28,1,3,14,5
89109,14,1,4,7,1.77
89110,6,1,6,7,2.02
89111,27,2,3,8,2.97
89112,8,1,4,5,0.49
89113,4,1,1,8,2.06
89114,10,2,2,14,2.64
89115,50,2,2,8,4.25
89116,22,1,4,4,0.87
89117,10,1,3,15,5
89118,7,1,1,5,0.63
89119,26,1,3,15,5
89120,47,2,2,1,0.02
89121,3,2,4,5,0.82
89122,58,2,2,10,1.96
89123,29,1,3,5,0.87
89124,39,1,3,4,1.62
89125,1,1,6,5,0.7
89126,28,1,3,14,3.72
89127,35,1,3,6,1.69
89128,28,2,6,12,NA
89129,78,2,3,13,NA
89130,50,1,2,10,5
89131,51,1,1,5,0.95
89132,0,2,1,3,0.41
89133,5,2,4,15,5
89134,37,1,3,10,2.67
89135,2,1,3,7,1.84
89136,2,1,4,3,0.41
89137,60,1,3,15,5
89138,27,1,1,14,2.64
89139,11,2,3,7,1.73
89140,4,1,1,6,0.87
89141,45,1,3,10,2.7
89142,0,2,6,7,1.34
89143,7,2,2,6,0.92
89144,75,1,3,14,4.71
89145,11,1,3,4,0.74
89146,42,2,2,7,1.65
89147,0,2,2,2,0.31
89148,3,1,4,2,0.18
89149,66,1,1,4,1
89150,2,1,7,6,1.03
89151,6,2,2,NA,NA
89152,20,2,1,5,0.59
89153,61,2,6,7,2.39
89154,1,2,1,3,0.46
89155,14,2,2,NA,NA
89156,62,2,1,13,NA
89157,61,1,4,12,NA
89158,55,1,3,12,NA
89159,18,1,1,1,0.02
89160,35,2,3,4,1.36
89161,74,2,4,2,0.67
89162,51,1,1,7,1.41
89163,3,2,4,7,2.5
89164,56,2,6,9,2.58
89165,72,2,4,NA,NA
89166,47,1,3,15,5
89167,38,1,1,6,1.32
89168,56,2,4,6,1.01
89169,44,1,1,7,1.07
89170,17,2,1,4,0.8
89171,70,2,3,5,1.47
89172,32,1,3,7,1.17
89173,63,1,4,15,5
89174,30,2,6,14,3.25
89175,44,2,1,10,4.52
89176,16,2,3,15,5
89177,62,1,3,15,5
89178,21,1,4,3,0.93
89179,1,2,3,5,1
89180,32,1,2,15,4.61
89181,58,1,6,15,5
89182,55,2,6,9,2.11
89183,24,2,1,5,0.77
89184,66,1,2,5,1.26
89185,24,1,3,14,4.61
89186,80,1,3,12,NA
89187,12,2,4,7,1.41
89188,70,2,2,7,2.5
89189,48,2,4,9,3.45
89190,47,1,4,7,1.77
89191,6,2,3,10,2.15
89192,44,1,2,9,1.47
89193,0,1,1,5,0.59
89194,49,1,3,15,5
89195,12,1,3,77,NA
89196,2,2,1,NA,NA
89197,47,2,6,15,4.12
89198,8,1,3,14,3.51
89199,5,2,2,6,0.92
89200,31,2,4,9,2.57
89201,50,1,3,14,3.25
89202,5,1,3,10,1.91
89203,76,1,3,15,3.68
89204,45,1,1,7,1.78
89205,7,1,1,7,1.23
89206,26,2,4,7,1.89
89207,18,1,1,2,0.3
89208,57,1,4,4,0.87
89209,2,1,3,8,2.06
89210,4,2,7,6,1.87
89211,29,2,3,14,3.81
89212,7,2,3,77,NA
89213,1,2,3,10,2.88
89214,51,1,6,14,1.03
89215,19,2,2,8,1.38
89216,70,2,6,14,3.25
89217,17,2,3,7,1.44
89218,29,2,4,5,1.14
89219,0,1,3,7,1.48
89220,1,1,3,9,1.52
89221,30,1,1,3,0.33
89222,53,2,1,6,1.3
89223,43,2,3,14,3.22
89224,18,1,7,14,1.96
89225,61,2,2,2,0.43
89226,1,1,6,14,3.7
89227,33,2,2,7,1.73
89228,32,2,3,14,2.99
89229,15,2,4,8,2.49
89230,31,2,3,9,2.22
89231,70,2,2,9,3.75
89232,76,1,3,2,0.67
89233,31,2,3,8,2.06
89234,22,1,7,NA,NA
89235,10,1,1,7,1.65
89236,3,2,7,10,2.53
89237,78,1,3,4,1.35
89238,8,2,4,2,0.45
89239,24,1,4,5,1.25
89240,0,1,4,15,5
89241,44,2,4,15,5
89242,1,2,3,14,3.87
89243,49,2,4,14,3.72
89244,49,1,3,14,4.04
89245,5,1,2,7,1.48
89246,0,2,4,7,1.65
89247,7,1,4,2,0.18
89248,80,2,3,8,3.39
89249,57,2,3,15,5
89250,56,2,4,15,5
89251,9,2,1,10,3.47
89252,1,2,3,4,0
89253,54,2,4,6,1.34
89254,0,1,6,14,2.99
89255,55,2,1,3,0.88
89256,35,1,7,7,3.73
89257,3,1,1,6,1.16
89258,10,2,4,6,1.87
89259,38,1,7,7,2.35
89260,80,2,3,NA,NA
89261,52,2,4,8,2.87
89262,4,1,1,4,0.65
89263,80,1,4,9,3.87
89264,26,1,6,12,0.76
89265,52,2,4,6,1.87
89266,39,1,3,15,3.99
89267,25,1,3,15,4.71
89268,34,1,1,14,2.82
89269,5,1,4,5,0.61
89270,25,2,1,5,0.91
89271,57,1,3,9,2.24
89272,14,2,3,15,2.24
89273,19,2,2,8,2.24
89274,3,2,4,10,3.48
89275,67,2,2,3,1.02
89276,45,2,1,8,1.54
89277,6,2,1,6,0.98
89278,25,2,3,15,5
89279,11,1,7,15,2.64
89280,57,1,4,6,2.69
89281,7,2,4,13,NA
89282,1,2,2,8,1.86
89283,0,2,3,4,0.17
89284,42,2,1,6,0.83
89285,5,1,4,2,0.18
89286,19,1,6,NA,NA
89287,0,1,4,12,NA
89288,52,2,4,7,2.31
89289,53,2,6,14,1.03
89290,36,1,1,8,2.06
89291,13,2,1,8,1.22
89292,32,1,1,9,2.58
89293,80,1,3,14,5
89294,63,2,1,14,3.73
89295,48,2,2,1,0.25
89296,12,2,2,4,0.55
89297,19,1,1,15,5
89298,1,1,4,15,3.6
89299,58,2,4,77,NA
89300,0,1,1,4,0.63
89301,15,1,1,1,0.02
89302,30,2,4,8,1.58
89303,80,2,3,6,2.36
89304,30,2,3,15,4.63
89305,32,2,4,7,1.98
89306,17,1,4,77,NA
89307,15,2,3,15,2.22
89308,60,1,1,7,1.28
89309,2,2,3,13,NA
89310,80,2,1,3,0.85
89311,19,1,6,10,2.55
89312,39,1,1,15,3.52
89313,51,1,7,10,4.14
89314,39,2,4,5,0.91
89315,7,1,3,9,2.93
89316,61,2,3,6,1.75
89317,24,1,4,5,0.84
89318,1,2,3,15,5
89319,60,1,3,14,5
89320,65,1,6,15,5
89321,67,2,4,9,4
89322,8,2,4,2,0.31
89323,10,1,2,15,5
89324,6,1,1,14,2.82
89325,44,1,3,15,3.33
89326,54,1,4,3,0.56
89327,73,2,4,99,NA
89328,15,2,2,7,1.23
89329,43,2,4,1,0.25
89330,12,1,1,10,2.36
89331,35,1,3,14,3.3
89332,77,2,4,4,1.09
89333,11,2,4,9,1.84
89334,17,1,1,7,1.41
89335,37,1,4,8,1.85
89336,17,1,4,3,0.56
89337,6,2,2,3,0.51
89338,68,2,3,5,1.9
89339,80,1,3,5,2.04
89340,24,2,1,7,1.98
89341,16,2,1,5,1
89342,8,1,1,2,0.18
89343,16,2,6,15,5
89344,0,1,3,8,1.76
89345,30,2,2,15,5
89346,48,1,1,15,5
89347,19,1,3,6,1.57
89348,43,2,4,7,1.41
89349,17,1,4,6,0.95
89350,57,1,3,2,0.56
89351,67,2,2,6,1.29
89352,66,1,1,15,4.91
89353,36,1,1,6,0.98
89354,39,1,4,8,1.86
89355,71,1,1,3,0.65
89356,10,2,3,8,1.23
89357,39,1,4,77,NA
89358,42,1,3,14,3.51
89359,30,2,3,5,0.86
89360,7,2,1,3,0.46
89361,6,2,6,7,1.34
89362,41,2,3,14,5
89363,13,1,4,4,0.74
89364,23,2,4,15,5
89365,1,1,3,2,0.25
89366,5,1,4,5,0.7
89367,58,1,3,14,2.97
89368,3,1,7,8,1.47
89369,16,1,4,8,1.53
89370,69,1,7,9,3.87
89371,63,1,4,1,0.17
89372,1,2,4,3,0.27
89373,63,2,4,6,2.53
89374,38,1,7,NA,NA
89375,8,1,6,15,5
89376,65,2,3,6,1.33
89377,17,2,4,10,2.46
89378,13,1,4,14,2.46
89379,12,1,3,77,NA
89380,5,1,4,5,0.7
89381,68,1,2,9,3.83
89382,55,1,3,8,3.37
89383,50,1,1,12,NA
89384,22,1,4,9,2.78
89385,2,2,2,6,1.31
89386,2,1,2,15,4.94
89387,15,1,3,10,2
89388,11,2,1,1,0
89389,68,2,2,NA,NA
89390,52,2,2,3,0.75
89391,68,1,3,4,0.52
89392,20,1,6,5,0.7
89393,17,1,2,3,0.34
89394,11,2,1,8,1.76
89395,51,2,3,7,1.81
89396,0,2,3,14,3.22
89397,52,1,1,10,1.02
89398,0,2,1,4,0.46
89399,30,2,6,14,5
89400,52,2,4,3,0.87
89401,16,1,2,10,3.48
89402,55,2,2,8,2.48
89403,74,1,1,4,0.97
89404,71,1,3,7,1.29
89405,2,2,4,14,2.1
89406,12,2,1,6,0.83
89407,32,2,6,9,2.47
89408,50,1,1,9,2.27
89409,4,2,2,3,0.37
89410,12,2,2,5,0.84
89411,1,1,6,15,5
89412,62,2,4,2,0.76
89413,80,1,3,15,5
89414,20,1,4,7,0.42
89415,10,1,3,14,3.17
89416,10,2,4,4,0.33
89417,48,2,6,8,1.85
89418,13,1,4,8,1.1
89419,58,1,3,15,4.7
89420,67,2,3,5,1.25
89421,1,2,2,15,4.79
89422,80,1,3,8,3.4
89423,0,2,2,12,NA
89424,17,2,7,10,2.46
89425,36,1,3,8,2.06
89426,29,1,3,4,0.8
89427,11,1,3,7,1.72
89428,17,1,3,12,NA
89429,0,1,4,2,0.33
89430,13,1,1,99,NA
89431,7,2,3,5,1
89432,8,2,2,8,1.58
89433,74,2,3,4,1.53
89434,46,2,6,7,2.02
89435,46,2,3,5,1.42
89436,33,1,6,14,2.99
89437,70,1,3,13,NA
89438,38,1,1,14,5
89439,72,1,3,7,2.51
89440,17,2,7,NA,NA
89441,67,2,2,4,1.52
89442,51,1,6,6,1.07
89443,80,1,3,6,1.85
89444,48,2,1,3,0.52
89445,32,1,3,7,1.2
89446,61,2,7,5,1.14
89447,0,1,3,8,2.63
89448,17,2,7,8,2.23
89449,1,2,6,1,0
89450,1,2,3,7,1.14
89451,3,2,1,12,1.51
89452,0,1,3,8,1.23
89453,25,2,3,6,2.19
89454,4,2,4,2,0.31
89455,65,1,1,1,0.2
89456,16,2,7,15,5
89457,48,2,3,15,5
89458,70,2,7,15,5
89459,54,1,3,1,0
89460,11,1,3,6,1.4
89461,4,1,2,14,2.3
89462,29,1,6,15,5
89463,14,1,1,3,0.21
89464,5,2,3,7,1.78
89465,55,2,1,5,1.19
89466,4,1,3,8,2.06
89467,16,2,1,6,1.13
89468,12,2,3,8,1.83
89469,77,1,6,NA,NA
89470,46,2,4,10,3.36
89471,75,2,4,2,0.81
89472,75,1,3,15,5
89473,68,2,4,7,2.62
89474,29,2,3,15,4.71
89475,46,2,4,9,2.18
89476,44,2,4,14,2.1
89477,31,1,3,15,5
89478,4,2,4,9,1.5
89479,11,1,6,8,1.86
89480,9,2,4,3,0.34
89481,0,2,7,14,3.7
89482,70,2,3,7,3.37
89483,56,2,1,12,2.97
89484,4,1,2,8,1.28
89485,35,1,4,9,3.77
89486,12,2,6,7,1.23
89487,8,1,3,15,5
89488,75,1,6,14,5
89489,12,1,3,15,5
89490,74,1,3,14,4.25
89491,49,1,4,15,5
89492,0,2,3,10,1.85
89493,26,2,6,NA,NA
89494,42,2,6,14,3.29
89495,49,2,4,4,0.6
89496,48,2,6,14,1.03
89497,20,1,3,NA,NA
89498,4,2,4,13,NA
89499,57,2,7,12,NA
89500,63,2,2,10,4.65
89501,80,1,3,14,4.99
89502,4,2,2,10,3
89503,8,1,4,5,0.85
89504,80,1,3,4,1.05
89505,26,2,3,NA,NA
89506,23,2,2,7,1.65
89507,2,2,6,14,3.4
89508,20,2,2,77,NA
89509,10,2,3,8,1.72
89510,8,2,3,10,2.96
89511,45,2,3,NA,0.97
89512,0,1,3,15,3.07
89513,49,1,6,15,5
89514,67,2,2,8,1.96
89515,80,2,2,13,NA
89516,35,2,1,10,2.46
89517,27,1,2,15,4.22
89518,57,2,4,2,0.72
89519,65,1,1,12,0.82
89520,45,1,3,15,5
89521,4,2,1,5,0.61
89522,45,1,2,14,3.72
89523,26,2,6,9,2.47
89524,54,1,1,4,0.94
89525,41,2,6,15,5
89526,1,1,4,7,1.52
89527,11,2,3,6,1.59
89528,5,1,4,15,4.23
89529,20,2,2,7,1.56
89530,4,1,3,15,5
89531,60,2,2,3,1.06
89532,0,2,4,5,0.95
89533,38,1,3,15,5
89534,20,1,7,1,0
89535,10,1,2,1,0.12
89536,47,2,3,6,2.53
89537,50,1,2,2,0.18
89538,58,2,1,99,NA
89539,17,1,7,7,1.23
89540,48,1,3,5,0.84
89541,44,1,4,1,0
89542,62,1,4,7,2.95
89543,64,1,1,2,0.82
89544,25,2,4,13,NA
89545,41,2,2,3,0.56
89546,74,1,3,15,5
89547,2,1,4,5,1.29
89548,6,1,4,1,0.06
89549,49,1,1,7,1.23
89550,55,1,6,15,5
89551,78,1,4,10,4.37
89552,19,2,4,7,1.48
89553,55,1,3,14,5
89554,7,2,7,15,4.12
89555,31,2,3,14,3.84
89556,3,1,3,5,1
89557,51,1,1,3,0.63
89558,7,1,4,3,0.27
89559,6,1,1,5,0.61
89560,80,2,2,3,0.9
89561,2,1,3,15,4.61
89562,34,2,4,6,0.1
89563,68,2,3,6,1.5
89564,9,2,4,7,1.81
89565,55,2,3,8,3.14
89566,78,1,4,12,NA
89567,15,2,2,14,4.18
89568,51,1,1,NA,NA
89569,5,2,4,4,0.33
89570,56,1,7,6,2.72
89571,5,2,3,3,0.38
89572,61,2,4,6,1.87
89573,20,1,2,NA,NA
89574,63,1,2,8,2.82
89575,25,2,2,10,1.85
89576,70,2,2,15,4.44
89577,38,1,6,15,5
89578,34,1,3,8,1.72
89579,39,1,6,15,5
89580,2,1,4,5,1.14
89581,67,2,3,14,5
89582,53,1,3,15,5
89583,38,1,3,7,2.97
89584,23,2,1,7,1.3
89585,74,2,3,3,1.07
89586,22,1,7,7,1.74
89587,76,2,4,3,0.88
89588,62,2,3,9,3.45
89589,30,2,7,6,2.53
89590,35,2,1,3,0.69
89591,39,1,4,8,1.1
89592,14,2,4,5,0.85
89593,7,1,4,4,0.58
89594,21,1,3,14,0.84
89595,51,2,1,15,5
89596,80,2,3,13,NA
89597,65,2,4,99,NA
89598,38,1,3,12,NA
89599,62,1,1,3,1.1
89600,22,1,2,6,0.92
89601,30,2,3,6,1.49
89602,47,1,4,2,0.45
89603,5,2,1,9,2.11
89604,20,1,1,1,0.02
89605,4,2,4,1,0
89606,52,2,2,9,2.83
89607,17,2,2,8,1.76
89608,66,1,4,5,1.25
89609,74,2,2,2,0.76
89610,0,2,4,9,2.03
89611,61,2,1,6,1.32
89612,32,1,3,15,5
89613,18,2,3,7,2.5
89614,25,1,1,8,1.58
89615,11,1,3,10,2.29
89616,56,2,1,9,2.74
89617,10,2,6,7,1.41
89618,28,1,3,15,5
89619,31,1,3,15,5
89620,27,2,7,7,0.68
89621,3,2,2,15,4.22
89622,46,2,3,15,5
89623,68,2,2,10,2.58
89624,7,1,1,7,1.06
89625,0,2,4,3,0.69
89626,4,1,2,9,1.47
89627,17,1,6,8,1.58
89628,61,2,4,7,2.97
89629,54,1,2,6,1.24
89630,3,1,4,77,NA
89631,13,1,7,7,1.07
89632,67,1,3,15,5
89633,73,1,4,6,1.59
89634,10,1,4,6,0.77
89635,65,2,4,5,1.78
89636,66,2,3,15,5
89637,40,2,1,1,0.11
89638,1,2,3,12,NA
89639,29,2,3,8,2.44
89640,48,2,6,3,1.02
89641,62,1,3,7,2.97
89642,37,2,3,15,5
89643,29,1,2,14,3.41
89644,39,1,4,14,2
89645,54,2,4,7,2.26
89646,71,2,4,3,0.35
89647,47,2,3,6,1.36
89648,55,1,6,15,5
89649,60,1,3,14,4.38
89650,62,1,4,15,2.79
89651,26,2,2,5,1.32
89652,50,2,4,5,1.68
89653,0,2,1,5,0.61
89654,18,2,4,7,1.77
89655,72,1,1,13,NA
89656,39,1,6,14,3.95
89657,59,1,3,15,5
89658,0,2,1,5,0.59
89659,43,2,3,15,5
89660,7,1,3,7,1.84
89661,31,1,1,7,2.97
89662,59,1,3,6,2.21
89663,7,1,1,6,0.99
89664,12,2,3,15,3.38
89665,5,2,3,15,4.94
89666,80,2,2,2,0.68
89667,3,1,2,NA,NA
89668,9,2,1,14,2.64
89669,52,1,2,14,3.3
89670,38,1,2,14,2.87
89671,77,1,3,6,1.64
89672,20,1,4,8,2.38
89673,39,1,7,NA,NA
89674,31,1,4,14,3.79
89675,14,1,4,4,0.74
89676,60,2,4,15,4.98
89677,60,1,1,7,1.63
89678,8,1,3,12,NA
89679,78,1,3,6,1.66
89680,21,1,4,6,1.23
89681,16,2,3,15,2.51
89682,13,1,4,4,0.66
89683,11,2,1,2,0.18
89684,42,2,2,8,2.06
89685,41,2,1,9,2.84
89686,52,2,4,6,1.64
89687,5,2,1,9,2.06
89688,11,1,2,77,NA
89689,10,2,1,5,1
89690,80,1,3,6,1.61
89691,2,2,6,5,0.91
89692,64,2,4,2,0.78
89693,2,1,3,15,5
89694,77,2,3,6,2.45
89695,8,2,2,3,0.55
89696,7,2,7,15,4.12
89697,5,2,2,5,1.19
89698,80,2,3,6,1.7
89699,80,1,1,99,NA
89700,25,1,3,14,4.23
89701,53,2,2,NA,NA
89702,18,2,4,3,0.6
89703,67,2,2,7,1.23
89704,71,2,1,4,0.98
89705,34,2,4,8,1.51
89706,35,1,2,8,1.53
89707,5,1,7,8,2.23
89708,15,2,3,6,1.82
89709,26,1,3,8,2.81
89710,79,2,1,3,0.4
89711,36,2,3,15,4.54
89712,48,2,4,8,2.82
89713,75,2,3,15,5
89714,6,1,3,9,2.15
89715,8,2,3,8,1.86
89716,4,2,4,15,2.72
89717,1,2,4,15,5
89718,12,1,3,15,2.22
89719,34,1,1,7,1.14
89720,31,1,1,8,1.86
89721,80,1,4,13,NA
89722,48,2,4,15,4.12
89723,40,2,4,14,3.09
89724,7,1,3,15,4.22
89725,19,2,4,15,5
89726,57,2,4,15,5
89727,18,1,2,4,0.62
89728,43,1,6,7,1.84
89729,50,1,2,15,5
89730,32,2,4,2,0.33
89731,34,1,7,15,5
89732,0,1,3,7,2.03
89733,24,1,6,15,5
89734,72,2,1,NA,NA
89735,41,1,3,9,2.95
89736,10,1,3,5,0.7
89737,46,2,1,12,NA
89738,9,1,2,6,1.03
89739,8,1,2,99,NA
89740,0,2,7,3,0.75
89741,61,1,2,15,4.98
89742,45,1,4,1,0
89743,41,2,3,15,5
89744,1,2,3,5,1.04
89745,78,2,4,99,NA
89746,5,1,4,7,1.1
89747,11,1,4,8,1.67
89748,15,1,2,8,2.48
89749,20,2,2,7,1.55
89750,33,2,1,7,0.9
89751,54,1,3,9,1.84
89752,27,2,1,9,2.74
89753,9,1,3,15,5
