SEQN,RIDAGEYR,RIAGENDR,RIDRETH3,INDHHIN2,INDFMPIR
76175,6,2,4,6,0.78
76176,17,1,4,7,0.85
76177,7,1,3,15,4.67
76178,49,2,6,15,5
76179,54,2,3,14,4.61
76180,55,1,3,1,0.02
76181,45,2,4,5,1.27
76182,3,1,3,3,0.59
76183,17,2,3,9,3.2
76184,59,1,3,7,1.51
76185,3,2,6,15,5
76186,53,2,2,12,2.02
76187,56,2,3,15,3.89
76188,74,2,6,3,0.87
76189,15,2,1,5,1.11
76190,48,1,3,12,1.03
76191,18,2,1,4,0.47
76192,66,2,3,7,1.45
76193,39,2,2,3,0.42
76194,0,1,4,12,NA
76195,18,1,7,7,1.52
76196,3,1,2,4,0.65
76197,45,2,4,1,0.17
76198,11,2,3,7,0.93
76199,56,2,3,6,1.33
76200,2,1,4,14,2.72
76201,64,1,4,77,NA
76202,0,2,3,7,1.29
76203,13,1,3,5,0.63
76204,45,2,3,15,3.67
76205,1,2,1,7,1.14
76206,38,2,1,9,2.15
76207,6,1,4,7,1.84
76208,51,1,4,15,4.16
76209,59,1,3,15,5
76210,17,2,1,15,4.17
76211,17,1,1,14,3.4
76212,34,2,1,9,2.34
76213,78,1,3,10,3.54
76214,18,2,1,7,0.8
76215,43,2,1,14,3.82
76216,13,1,3,8,1.61
76217,53,2,1,4,0.42
76218,36,2,3,15,5
76219,8,1,3,14,3.3
76220,56,1,3,15,5
76221,16,2,1,7,1.27
76222,2,1,4,3,0.38
76223,76,1,3,10,4.13
76224,74,2,3,2,0.73
76225,80,1,3,12,NA
76226,43,1,7,6,1.06
76227,26,2,3,4,1.16
76228,1,1,4,6,1.07
76229,17,1,2,14,2.19
76230,24,1,3,12,NA
76231,25,1,1,9,2.82
76232,29,1,1,4,0.47
76233,54,2,1,12,NA
76234,17,2,1,3,0.51
76235,76,2,3,7,3.43
76236,40,2,1,15,4.71
76237,4,1,6,14,3.77
76238,61,2,6,7,3.39
76239,13,2,1,14,2.1
76240,35,1,3,8,1.13
76241,20,1,3,15,4.87
76242,19,2,4,6,0.98
76243,59,2,1,12,1.93
76244,15,2,7,6,0.7
76245,12,2,4,4,0.54
76246,44,1,2,5,0.82
76247,2,1,7,6,1.06
76248,50,1,4,15,3.58
76249,0,1,3,5,1.02
76250,11,1,3,15,3.13
76251,11,2,1,7,1.27
76252,70,2,3,6,1.48
76253,27,2,6,4,0.5
76254,1,2,1,99,0.76
76255,2,1,4,77,NA
76256,50,2,3,15,5
76257,2,2,7,77,0.09
76258,11,2,4,3,0.51
76259,16,2,6,10,2.51
76260,15,1,3,6,1.21
76261,20,1,6,6,1.89
76262,3,1,4,4,0.92
76263,9,1,6,77,NA
76264,80,1,3,7,3
76265,12,1,4,1,0.02
76266,7,1,4,6,1.09
76267,63,1,4,8,2.53
76268,1,2,3,7,1.43
76269,28,2,3,15,5
76270,24,2,3,9,2.04
76271,61,1,3,14,5
76272,42,2,3,14,3.79
76273,4,1,1,5,1.02
76274,0,1,3,9,3.03
76275,1,1,2,8,1.34
76276,42,1,1,77,NA
76277,80,1,3,4,0.97
76278,7,1,3,9,2.52
76279,15,2,2,4,0.67
76280,0,1,1,77,NA
76281,49,2,3,2,0.78
76282,62,2,2,14,1.11
76283,1,1,3,3,0.08
76284,29,1,2,3,0.61
76285,40,1,3,15,4.72
76286,59,1,3,4,1.31
76287,2,1,1,2,0.28
76288,30,2,3,2,0.35
76289,24,2,6,15,2.57
76290,42,2,7,8,1.56
76291,2,2,1,15,4.35
76292,44,1,3,NA,NA
76293,14,1,3,15,4.72
76294,72,1,4,2,0.77
76295,41,1,3,10,3.31
76296,33,2,6,15,5
76297,40,1,3,12,NA
76298,57,2,3,14,5
76299,16,2,4,7,2.58
76300,9,1,1,6,1.07
76301,28,2,2,15,5
76302,49,1,4,15,4.19
76303,43,2,4,12,NA
76304,18,2,4,2,0.18
76305,18,1,3,4,0.68
76306,66,1,3,15,5
76307,41,2,1,6,1.03
76308,8,2,6,NA,NA
76309,3,2,3,3,0.35
76310,50,2,3,15,3.63
76311,16,2,3,2,0.25
76312,65,2,4,8,2.12
76313,27,2,3,15,5
76314,38,2,3,15,4.67
76315,10,2,3,6,0.98
76316,45,2,3,6,1.21
76317,40,2,1,77,NA
76318,0,1,3,5,0.43
76319,9,2,4,8,1.44
76320,63,2,3,9,2.31
76321,5,2,4,7,1.47
76322,43,2,1,5,0.76
76323,12,2,7,8,2.27
76324,2,1,4,9,2.31
76325,64,1,2,2,0.7
76326,32,1,2,9,3.81
76327,0,1,3,7,1.51
76328,16,1,3,6,0.67
76329,5,2,7,2,0.18
76330,24,2,4,3,0.52
76331,12,2,7,15,5
76332,6,2,2,1,0.06
76333,80,2,1,3,0.44
76334,22,1,4,1,0.17
76335,65,1,4,7,2.61
76336,4,1,7,7,1.13
76337,14,2,6,5,0.85
76338,0,1,3,14,4.8
76339,5,1,1,14,3.61
76340,16,2,6,6,1.53
76341,1,1,1,9,2.82
76342,43,2,1,14,2.25
76343,2,1,3,4,1.22
76344,11,1,4,7,1.47
76345,8,1,3,4,0.64
76346,6,1,3,4,0.82
76347,32,2,3,5,1.74
76348,41,2,6,77,NA
76349,38,1,3,4,1.19
76350,7,1,7,8,3.18
76351,43,2,2,2,0.54
76352,17,1,3,15,4.9
76353,80,2,4,9,3.07
76354,54,1,1,4,0.65
76355,14,2,4,6,1.26
76356,23,2,3,3,0.17
76357,14,2,4,6,0.94
76358,0,1,1,14,4.04
76359,6,1,2,6,1.33
76360,3,1,6,15,3.63
76361,2,1,3,9,1.99
76362,1,1,2,12,1.67
76363,73,2,1,NA,NA
76364,5,1,4,12,NA
76365,55,1,4,14,3.57
76366,37,2,7,6,0.65
76367,42,1,3,14,4.04
76368,0,1,2,4,0.54
76369,31,1,3,6,2
76370,4,1,3,14,3.77
76371,18,1,3,15,3.63
76372,42,2,3,9,1.51
76373,20,1,3,15,3.58
76374,9,1,4,7,1.74
76375,30,2,3,5,1.27
76376,56,2,7,6,0.65
76377,36,1,3,7,1.77
76378,4,1,3,10,2.03
76379,1,1,1,15,3.48
76380,58,2,4,2,0.32
76381,21,2,2,3,0.64
76382,2,1,3,12,NA
76383,23,1,3,10,2.51
76384,50,2,1,5,0.56
76385,57,1,6,77,NA
76386,2,2,4,6,0.95
76387,25,2,2,14,3.84
76388,43,2,3,6,1.2
76389,1,1,6,77,NA
76390,23,1,2,2,0.7
76391,80,2,3,3,1.11
76392,10,1,1,77,NA
76393,8,2,4,9,1.72
76394,12,2,1,6,0.76
76395,71,1,4,7,1.89
76396,2,1,1,15,5
76397,69,1,1,4,1.08
76398,15,2,4,3,0.36
76399,51,1,2,77,NA
76400,61,1,2,14,3.84
76401,18,2,6,6,1.59
76402,80,2,4,2,0.42
76403,59,2,3,1,0.26
76404,68,2,1,NA,NA
76405,50,2,3,14,5
76406,36,1,7,6,0.95
76407,41,2,4,12,NA
76408,48,1,4,3,0.33
76409,20,2,1,3,0.59
76410,3,1,1,13,NA
76411,63,2,2,4,1.1
76412,31,2,4,14,0.8
76413,66,2,2,3,1
76414,6,1,1,4,0.63
76415,25,1,6,5,0.8
76416,6,1,1,77,NA
76417,4,1,4,5,1.45
76418,40,1,4,15,5
76419,7,1,4,2,0.41
76420,2,2,3,7,1.51
76421,0,2,3,15,3.75
76422,69,1,4,12,4.28
76423,74,2,3,9,5
76424,60,1,3,10,4.13
76425,29,1,1,14,2.44
76426,3,2,4,1,0.02
76427,37,1,6,8,3.22
76428,6,1,2,77,NA
76429,63,1,2,77,NA
76430,1,1,4,1,0.07
76431,13,1,1,14,2.25
76432,18,1,3,6,1.47
76433,44,1,3,4,1.16
76434,50,1,1,12,NA
76435,69,2,4,14,4.84
76436,78,1,3,6,2.61
76437,64,1,2,3,0.89
76438,59,2,3,6,1.93
76439,28,1,1,6,0.56
76440,49,2,3,14,5
76441,7,2,1,15,5
76442,78,2,3,10,4.45
76443,63,1,3,2,0.29
76444,51,2,3,15,4.9
76445,5,1,7,4,0.59
76446,46,2,3,6,2.18
76447,80,2,3,7,3.08
76448,15,1,4,4,0.68
76449,0,1,1,10,2.33
76450,6,1,3,12,NA
76451,34,2,3,5,0.7
76452,2,1,3,14,2.94
76453,42,2,3,15,5
76454,16,1,6,15,5
76455,69,2,4,2,0.75
76456,7,1,3,8,1.92
76457,4,2,3,15,5
76458,17,1,4,6,1.07
76459,33,1,4,5,1.29
76460,2,2,2,6,1.54
76461,52,2,3,4,0.47
76462,0,2,1,3,0.32
76463,6,1,3,15,5
76464,33,1,3,14,3.26
76465,71,2,3,7,2
76466,39,2,2,6,0.89
76467,5,2,4,1,0.02
76468,73,1,3,10,4.45
76469,72,1,1,6,1.19
76470,49,2,3,77,NA
76471,2,2,7,4,0.64
76472,52,2,6,9,4.07
76473,4,1,1,4,0.97
76474,17,2,6,12,NA
76475,72,2,3,4,1.61
76476,39,2,3,8,0.56
76477,73,2,1,8,2.56
76478,4,1,7,15,5
76479,14,1,3,15,3.17
76480,24,2,7,15,4.06
76481,67,2,6,15,3.17
76482,42,2,4,6,2.79
76483,12,1,1,14,2.25
76484,63,1,4,7,1.68
76485,12,2,1,3,0.52
76486,24,2,4,6,1.11
76487,23,2,1,6,1.07
76488,41,1,1,5,0.73
76489,39,1,4,10,2.33
76490,68,2,3,10,4.45
76491,23,2,3,7,1.31
76492,55,2,3,15,5
76493,38,1,4,77,NA
76494,29,1,6,5,1.06
76495,3,1,6,5,0.51
76496,23,2,1,2,0.3
76497,7,2,1,8,1.42
76498,6,1,6,7,1.47
76499,7,2,4,3,0.53
76500,20,2,3,15,5
76501,9,2,2,7,1.27
76502,10,1,6,77,NA
76503,15,2,7,15,5
76504,3,1,6,7,1.68
76505,14,1,4,5,0.75
76506,20,2,3,6,1.26
76507,2,2,4,14,3.22
76508,55,2,3,5,1.71
76509,24,1,6,12,0.44
76510,52,2,3,3,0.04
76511,52,2,3,4,1.16
76512,13,1,2,5,0.9
76513,15,1,1,77,NA
76514,26,2,6,9,3.81
76515,72,2,2,3,0.92
76516,2,2,4,1,0.07
76517,11,2,3,1,0.02
76518,47,1,2,3,1.03
76519,17,1,4,1,0.07
76520,9,1,1,9,2.42
76521,14,2,2,10,2.19
76522,13,2,2,1,0
76523,30,2,3,NA,NA
76524,18,1,2,15,4.67
76525,17,2,6,7,1.82
76526,7,1,4,15,4.38
76527,68,1,3,10,4.13
76528,43,2,6,15,4.3
76529,18,2,6,7,1.82
76530,80,2,4,4,1.32
76531,80,1,3,15,1.91
76532,38,1,4,3,1.24
76533,67,1,4,7,2.84
76534,52,1,3,5,1.11
76535,2,1,1,8,1.42
76536,37,2,6,15,5
76537,15,1,1,2,0.29
76538,1,2,2,10,3.33
76539,36,2,3,15,5
76540,69,1,3,9,3.87
76541,26,1,2,6,1.93
76542,64,2,1,6,0.68
76543,40,1,3,6,0.71
76544,10,1,1,12,NA
76545,2,2,4,2,0.38
76546,7,2,4,14,2.11
76547,16,1,6,15,5
76548,62,1,4,8,2.77
76549,74,1,4,2,0.85
76550,70,1,2,6,1.91
76551,56,2,6,15,5
76552,31,2,1,4,0.64
76553,22,1,3,15,0.51
76554,10,2,7,15,3.89
76555,2,2,3,9,2.04
76556,45,1,1,9,1.97
76557,54,1,1,5,0.74
76558,64,2,6,14,3.84
76559,15,2,3,6,1.09
76560,57,1,6,8,3.22
76561,61,1,1,3,0.47
76562,2,2,2,5,0.45
76563,16,2,7,15,5
76564,2,2,2,8,1.52
76565,80,2,3,14,5
76566,4,2,1,8,1.91
76567,20,2,3,15,3.48
76568,64,2,4,10,4.64
76569,45,1,1,4,0.8
76570,3,1,4,5,0.48
76571,57,1,2,14,4.84
76572,6,2,3,10,2.03
76573,41,2,3,14,4.04
76574,38,2,1,5,0.63
76575,69,2,3,15,5
76576,80,2,3,14,5
76577,23,2,7,6,1.02
76578,43,1,1,8,2.57
76579,16,2,1,3,0.52
76580,71,2,4,7,2.39
76581,13,2,3,10,2.58
76582,3,1,4,9,2.78
76583,15,1,4,5,0.56
76584,49,2,7,15,5
76585,6,2,4,9,1.88
76586,45,2,3,2,0.82
76587,62,1,1,15,3.79
76588,13,2,1,5,0.56
76589,38,1,3,3,1.11
76590,67,2,4,8,4.28
76591,28,2,3,15,5
76592,5,1,1,15,5
76593,76,1,4,2,0.73
76594,10,1,3,15,5
76595,11,2,6,2,0.16
76596,46,2,3,8,2.2
76597,41,2,3,5,0.89
76598,40,1,1,9,2.55
76599,63,1,4,77,NA
76600,40,2,3,1,0.03
76601,39,1,3,10,2.58
76602,40,2,4,3,0.7
76603,12,1,3,1,0.02
76604,61,1,3,5,1.1
76605,12,1,2,4,0.49
76606,57,2,6,15,5
76607,2,1,2,2,0.35
76608,38,2,1,13,NA
76609,21,2,6,4,0.5
76610,7,1,4,5,1.27
76611,16,1,1,5,0.89
76612,62,1,1,15,4.25
76613,32,1,6,15,5
76614,41,2,3,15,5
76615,69,1,3,6,1.81
76616,69,2,3,14,5
76617,18,1,4,5,0.85
76618,9,1,4,14,2.9
76619,31,2,3,3,0.96
76620,3,2,6,3,0.48
76621,1,2,7,3,0.72
76622,22,1,4,6,1.05
76623,41,1,1,6,1.28
76624,51,1,3,4,1.48
76625,10,1,4,6,0.7
76626,51,2,3,14,5
76627,76,2,3,5,1.04
76628,2,1,3,7,1.27
76629,25,1,4,14,3.79
76630,39,2,6,2,0.71
76631,80,2,3,4,1.54
76632,49,1,6,10,4.64
76633,48,1,7,15,5
76634,43,2,6,7,1.25
76635,59,1,6,15,5
76636,29,2,4,6,0.76
76637,42,2,3,7,1.82
76638,63,2,2,7,3.05
76639,43,1,4,1,0.08
76640,6,2,3,7,1.2
76641,42,2,3,5,0.87
76642,40,2,6,9,2.52
76643,41,2,4,14,3.37
76644,10,1,1,6,1.07
76645,52,1,7,8,4.53
76646,1,2,1,4,0
76647,8,2,3,3,0.26
76648,74,2,4,12,NA
76649,59,1,4,3,1.14
76650,8,2,3,6,0.78
76651,0,2,6,15,5
76652,3,1,2,7,1.5
76653,66,2,3,12,NA
76654,45,2,3,15,5
76655,64,2,2,2,0.7
76656,23,2,3,7,2.02
76657,49,2,4,77,NA
76658,9,2,3,2,0.31
76659,36,2,3,12,NA
76660,74,2,3,3,1.03
76661,9,2,4,15,5
76662,12,1,1,3,0.45
76663,71,1,1,NA,0.7
76664,0,2,3,7,2
76665,44,2,3,15,5
76666,65,2,6,3,0.67
76667,52,2,3,15,5
76668,45,2,3,15,5
76669,63,1,1,9,1.68
76670,49,1,3,10,2.61
76671,40,2,4,15,3.96
76672,45,2,4,3,0.51
76673,80,1,3,14,5
76674,42,2,3,5,0.67
76675,48,1,6,15,5
76676,41,1,2,8,1.25
76677,18,2,1,6,1.07
76678,10,1,3,99,NA
76679,69,2,3,4,1.67
76680,61,2,3,15,4.84
76681,1,1,4,13,NA
76682,13,2,4,13,NA
76683,15,1,2,3,0.42
76684,47,2,3,7,3.31
76685,4,2,1,10,2.54
76686,34,1,7,77,NA
76687,79,1,4,5,2.1
76688,68,1,3,7,3.05
76689,69,2,3,7,3.05
76690,14,2,4,12,NA
76691,38,1,2,99,NA
76692,58,2,3,9,3.5
76693,7,1,4,5,0.56
76694,8,1,3,7,1.7
76695,80,2,3,4,1.37
76696,7,2,7,1,0.13
76697,24,1,7,6,1.4
76698,66,2,6,8,1.56
76699,16,2,4,6,1.93
76700,53,1,1,4,0.8
76701,3,2,4,6,1.07
76702,62,1,4,4,0.26
76703,36,1,3,5,2.06
76704,50,2,3,4,0.6
76705,50,2,1,6,1.28
76706,60,1,2,8,0.52
76707,46,2,4,5,1.35
76708,23,1,4,1,0.05
76709,74,1,3,6,1.59
76710,1,1,6,15,5
76711,11,1,4,9,3.18
76712,36,1,3,15,5
76713,2,2,7,3,0.72
76714,72,2,3,5,0.67
76715,74,1,4,6,1.93
76716,18,2,3,5,1.02
76717,0,2,4,14,2.53
76718,40,2,3,5,0
76719,39,2,4,8,1.79
76720,15,2,1,6,1.27
76721,9,2,3,6,0.9
76722,73,1,3,15,5
76723,48,2,3,15,5
76724,13,2,6,6,1.62
76725,14,1,3,6,1.11
76726,0,2,6,15,5
76727,7,2,1,9,2.97
76728,8,1,4,5,1.25
76729,0,2,6,15,5
76730,58,1,3,4,1.21
76731,41,1,1,10,3.58
76732,19,2,1,14,3.61
76733,77,1,3,7,2.26
76734,80,2,3,8,3.18
76735,58,2,3,3,0.61
76736,30,2,6,15,5
76737,28,2,3,15,5
76738,63,2,6,15,5
76739,80,2,3,4,1.54
76740,40,2,3,15,4.19
76741,68,2,3,3,1.11
76742,40,1,6,15,5
76743,2,1,3,7,1.7
76744,5,2,6,9,2.18
76745,70,1,2,14,0.69
76746,55,1,6,77,NA
76747,80,2,3,3,1.2
76748,1,1,3,15,5
76749,7,1,1,6,0.84
76750,9,2,1,4,0.54
76751,36,2,1,10,3.33
76752,4,1,2,1,0.02
76753,61,1,3,10,2.13
76754,76,1,4,15,5
76755,42,2,3,14,3.1
76756,44,1,4,4,0.15
76757,79,1,4,7,1.77
76758,15,1,7,6,1.43
76759,0,1,4,14,3.82
76760,16,2,1,6,0.68
76761,0,2,1,4,0.47
76762,3,2,1,6,1.16
76763,12,2,1,9,3.17
76764,61,2,6,15,5
76765,13,2,4,5,0.48
76766,11,2,4,6,1.28
76767,25,2,3,8,3.38
76768,7,1,3,3,0.61
76769,19,2,2,6,1.12
76770,7,1,3,5,0.67
76771,33,1,2,77,NA
76772,13,2,7,6,1.54
76773,60,1,4,2,0.73
76774,13,2,4,7,1.38
76775,3,2,3,15,5
76776,5,1,6,15,4.69
76777,29,1,1,14,3.14
76778,18,1,1,14,3.91
76779,71,2,1,5,1.02
76780,7,2,3,15,5
76781,1,1,3,1,0.03
76782,2,2,4,12,NA
76783,9,2,4,2,0.35
76784,11,2,3,2,0.28
76785,22,1,6,NA,NA
76786,9,2,3,7,2.58
76787,11,1,1,14,3.82
76788,4,1,1,5,0.74
76789,71,2,3,14,5
76790,6,2,4,6,0
76791,15,2,1,8,2.1
76792,38,2,6,7,1.13
76793,45,2,1,8,2.1
76794,12,2,4,6,1.72
76795,11,1,4,6,1.04
76796,42,2,3,8,1.92
76797,60,2,6,3,0.64
76798,5,2,2,8,2.86
76799,36,1,3,77,NA
76800,18,1,3,3,0.47
76801,0,1,2,15,5
76802,57,1,4,4,0.39
76803,12,1,1,7,1.14
76804,10,1,3,10,2.36
76805,56,2,3,8,3.05
76806,14,2,3,7,1.78
76807,72,2,1,8,2.12
76808,4,2,1,7,0.8
76809,80,1,3,8,3.22
76810,54,2,1,12,NA
76811,27,2,6,8,1.81
76812,4,2,6,15,4.35
76813,31,2,6,5,0.84
76814,62,1,3,15,4.84
76815,44,1,4,77,NA
76816,30,2,3,2,0.29
76817,54,1,4,8,3.18
76818,80,1,3,8,3.22
76819,54,2,6,15,5
76820,46,1,4,3,0.74
76821,18,1,1,14,4.1
76822,16,2,1,6,1.2
76823,6,2,7,4,0.97
76824,57,2,3,3,1.03
76825,28,1,2,6,0.95
76826,23,1,3,15,3.58
76827,72,2,1,3,0.44
76828,40,2,6,5,1.11
76829,12,1,4,5,0.48
76830,10,1,3,15,5
76831,80,2,3,7,1.93
76832,5,2,3,14,3.61
76833,7,2,1,10,2.22
76834,16,2,1,6,1.03
76835,40,2,4,3,1.13
76836,3,2,6,NA,NA
76837,40,1,6,15,4.35
76838,2,2,6,10,2.19
76839,6,2,1,5,0.96
76840,61,2,4,3,0.86
76841,6,1,3,15,5
76842,62,1,1,14,5
76843,59,1,4,4,0.54
76844,4,2,4,6,1.12
76845,17,1,3,15,3.96
76846,26,2,2,8,0.64
76847,35,2,6,15,5
76848,31,2,7,4,0.95
76849,79,1,3,5,1.4
76850,7,2,1,15,3.48
76851,73,2,2,NA,0.51
76852,0,1,3,8,2.56
76853,80,1,3,15,5
76854,36,1,3,15,5
76855,0,2,1,5,0.79
76856,20,1,3,6,1.26
76857,13,1,3,10,2.73
76858,8,2,7,5,0.65
76859,32,1,6,15,3.33
76860,60,2,4,7,3
76861,3,2,1,13,NA
76862,9,2,4,14,3.79
76863,39,2,3,15,5
76864,80,2,3,5,2
76865,18,1,4,12,NA
76866,11,1,4,8,2.21
76867,51,1,4,9,5
76868,55,1,3,6,2.57
76869,16,2,1,13,NA
76870,80,2,3,4,0.81
76871,70,2,6,9,3.81
76872,66,1,3,7,2.05
76873,5,2,4,5,0.84
76874,10,1,6,2,0.26
76875,4,1,3,6,1.2
76876,1,1,1,15,5
76877,52,2,4,12,NA
76878,30,1,3,7,3.6
76879,17,2,4,6,0.94
76880,62,2,4,14,4.84
76881,11,2,7,NA,0.47
76882,33,2,3,6,2.14
76883,7,1,2,8,2.12
76884,55,2,4,15,5
76885,51,1,3,15,4.4
76886,54,1,2,12,2.02
76887,11,1,2,14,3.26
76888,80,1,3,9,3.87
76889,65,2,4,14,5
76890,10,2,2,12,0.84
76891,20,2,3,14,2.27
76892,62,1,3,5,0.7
76893,60,2,3,6,2.96
76894,18,2,6,8,3.18
76895,14,2,4,7,1.33
76896,4,2,4,6,1.17
76897,6,1,3,NA,NA
76898,19,1,2,8,2.53
76899,60,1,6,9,2.31
76900,25,2,1,5,0.87
76901,52,2,4,9,1.88
76902,56,1,2,15,5
76903,34,1,3,5,1.01
76904,17,2,3,15,4.48
76905,33,2,4,2,0.3
76906,10,2,4,5,0.72
76907,32,1,3,8,2.56
76908,22,2,7,12,0
76909,18,2,3,15,4.72
76910,10,2,4,7,2.54
76911,56,2,3,4,1.21
76912,74,1,1,4,1.01
76913,0,2,4,5,0.92
76914,34,2,1,NA,NA
76915,63,1,4,15,5
76916,15,1,1,4,0.46
76917,80,1,3,4,1.23
76918,17,1,3,14,3.14
76919,37,1,3,14,4.61
76920,23,2,7,4,0.9
76921,64,1,2,3,0.31
76922,1,1,3,15,5
76923,33,1,6,15,5
76924,19,1,4,4,0.54
76925,58,2,3,2,0.52
76926,2,2,3,4,0.64
76927,11,2,4,6,1.16
76928,57,1,3,15,5
76929,19,1,7,15,4.06
76930,5,1,1,1,0.18
76931,80,1,3,4,0.95
76932,73,1,2,6,2.06
76933,4,2,7,5,1.06
76934,41,1,7,15,3.63
76935,43,1,2,10,3.05
76936,12,2,2,2,0.38
76937,39,1,3,9,3.55
76938,16,2,1,5,0.63
76939,8,2,6,15,5
76940,21,1,3,15,2.96
76941,78,2,3,6,1.93
76942,39,2,1,6,1.04
76943,10,2,3,15,5
76944,64,1,2,2,0.61
76945,53,2,3,4,0.85
76946,3,1,4,14,3.84
76947,35,1,1,1,NA
76948,11,2,3,5,0.38
76949,14,2,2,4,0.58
76950,36,2,3,15,4.35
76951,80,2,4,5,1.75
76952,1,1,3,14,2.24
76953,41,1,6,15,5
76954,48,1,7,4,1.54
76955,38,1,4,9,1.72
76956,16,2,1,3,0.61
76957,7,2,7,8,1.43
76958,57,2,2,14,3.09
76959,12,1,4,1,0.03
76960,59,1,6,3,0.84
76961,18,1,3,8,1.79
76962,3,2,3,4,0.4
76963,39,1,6,15,5
76964,16,1,3,15,5
76965,35,1,6,15,5
76966,48,2,6,15,5
76967,3,2,3,2,0.31
76968,34,1,1,6,0.84
76969,52,1,3,9,3.81
76970,19,2,6,9,2.15
76971,6,1,6,14,3.77
76972,57,1,1,8,1.65
76973,65,2,3,15,5
76974,38,2,3,9,5
76975,53,1,6,77,NA
76976,12,2,4,6,1.09
76977,69,1,4,12,1.74
76978,18,2,1,12,0.3
76979,23,2,7,8,1.56
76980,1,2,3,15,5
76981,6,2,4,3,0.51
76982,8,2,6,14,3.05
76983,11,1,7,15,4.69
76984,43,1,3,5,1.42
76985,80,2,3,15,5
76986,2,1,1,5,0.88
76987,33,2,1,4,0.47
76988,67,1,6,14,5
76989,9,2,4,5,1.02
76990,21,1,3,15,5
76991,80,2,3,6,1.88
76992,67,1,2,15,5
76993,16,2,4,14,2.37
76994,31,2,3,12,NA
76995,15,2,4,9,1.99
76996,36,1,1,12,1.04
76997,18,1,2,8,1.63
76998,14,2,1,NA,NA
76999,19,1,3,15,5
77000,55,2,3,14,5
77001,40,2,3,5,0.86
77002,16,1,1,14,3.45
77003,42,1,6,12,NA
77004,80,2,3,15,5
77005,4,1,4,6,1.16
77006,34,2,2,6,1.54
77007,45,2,3,7,1.78
77008,55,2,3,77,NA
77009,10,1,3,15,5
77010,44,1,1,3,0.69
77011,63,2,1,9,5
77012,80,1,3,15,5
77013,25,1,3,15,5
77014,52,2,4,8,3.92
77015,67,2,2,15,5
77016,20,2,4,6,1.56
77017,34,1,3,9,2.82
77018,4,2,1,15,5
77019,28,2,4,6,1.36
77020,47,1,3,8,1.81
77021,43,1,4,6,2.18
77022,54,1,1,3,0.85
77023,65,2,3,9,5
77024,25,1,4,10,2.94
77025,55,1,6,9,2.15
77026,14,2,1,14,3.82
77027,0,1,4,12,NA
77028,54,1,4,2,0.29
77029,48,1,2,2,0.52
77030,70,1,4,4,1.29
77031,6,1,4,2,0.34
77032,57,2,4,15,5
77033,21,1,4,7,1.31
77034,1,1,4,6,0.69
77035,64,1,4,8,2.12
77036,12,1,1,5,0.7
77037,9,2,1,8,1.34
77038,9,1,7,77,NA
77039,16,2,1,4,0.71
77040,80,2,3,8,3.31
77041,73,1,4,7,2.69
77042,6,1,1,6,1.59
77043,60,2,3,4,0.98
77044,2,1,4,5,1.11
77045,30,1,4,4,1.06
77046,62,1,3,7,2.23
77047,28,1,2,7,3.17
77048,1,2,3,1,0.13
77049,66,2,6,8,2.58
77050,31,1,3,3,0.63
77051,21,2,1,3,0.73
77052,12,2,7,4,0.59
77053,8,1,3,5,1.13
77054,54,1,6,15,5
77055,45,2,7,4,1.04
77056,16,1,4,6,1.06
77057,80,2,3,7,2.23
77058,17,2,1,14,3.82
77059,6,2,4,6,1.28
77060,72,2,4,12,NA
77061,3,2,1,6,1.03
77062,1,1,3,8,2.1
77063,69,2,3,7,1.77
77064,2,1,3,14,3.05
77065,6,1,3,5,0.73
77066,62,2,2,NA,NA
77067,67,2,3,8,3.03
77068,15,1,1,7,1.79
77069,0,2,6,15,5
77070,30,1,3,6,1.05
77071,14,1,6,10,2.36
77072,70,1,3,2,0.71
77073,67,2,3,3,0.9
77074,58,1,4,7,3.43
77075,42,2,4,15,5
77076,35,1,4,14,3.79
77077,50,1,4,12,2.06
77078,4,2,4,6,1.18
77079,2,1,4,9,2.78
77080,26,2,3,3,0.59
77081,67,1,3,9,2.82
77082,25,2,3,14,5
77083,77,2,3,8,2.27
77084,3,2,1,6,0.56
77085,0,2,6,4,0.87
77086,12,2,1,2,0.29
77087,10,1,4,5,0.57
77088,7,2,1,8,1.58
77089,4,1,4,1,0.02
77090,43,2,4,8,4.11
77091,31,2,1,77,NA
77092,3,1,3,4,0.47
77093,2,2,3,6,0.9
77094,57,2,6,9,3.81
77095,46,1,3,15,5
77096,75,2,3,3,0.87
77097,25,1,4,4,0.77
77098,34,1,4,15,3.66
77099,14,1,1,4,0.42
77100,63,1,1,10,3.33
77101,62,2,4,14,4.61
77102,12,1,4,5,1.06
77103,53,2,2,8,2.1
77104,13,2,4,7,0.85
77105,76,1,3,4,1.23
77106,6,1,4,3,0.53
77107,7,2,3,2,0.31
77108,19,1,4,6,1.18
77109,38,1,1,7,1.16
77110,3,1,1,4,0.81
77111,61,1,3,4,0.82
77112,27,2,1,6,1.34
77113,58,2,6,15,5
77114,73,2,1,9,3.81
77115,5,2,3,15,3.17
77116,21,1,3,6,1.44
77117,11,2,2,15,5
77118,1,2,3,15,5
77119,15,1,2,13,NA
77120,56,2,3,7,2.58
77121,42,2,3,14,5
77122,14,2,2,7,1.7
77123,50,2,7,8,2.9
77124,9,2,2,14,2.69
77125,6,1,1,5,0.85
77126,70,2,3,6,1.91
