SEQN,RIDAGEYR,RIAGENDR,RIDRETH3,INDHHIN2,INDFMPIR
73663,25,1,3,15,5
73664,5,2,1,14,3.14
73665,59,1,1,1,0.03
73666,70,1,6,9,3.81
73667,24,1,3,4,0.65
73668,30,2,3,8,1.43
73669,4,1,4,5,0.96
73670,71,2,1,3,0.87
73671,49,1,4,3,0.86
73672,73,1,3,14,5
73673,45,1,3,15,5
73674,45,2,3,12,NA
73675,29,1,6,4,0.87
73676,44,1,3,10,2.73
73677,61,2,4,15,5
73678,51,1,3,6,1.02
73679,1,2,1,7,1.52
73680,12,1,3,8,2.46
73681,9,2,4,6,1.07
73682,3,2,4,2,0.36
73683,2,2,7,8,2.12
73684,64,1,6,15,5
73685,0,2,7,6,1.02
73686,7,2,1,5,0.63
73687,8,1,3,4,0.72
73688,58,1,3,10,4.45
73689,54,1,3,15,5
73690,77,2,3,8,3.09
73691,14,1,3,8,1.56
73692,65,1,2,6,1.61
73693,78,2,3,2,0.78
73694,66,2,3,10,4.51
73695,79,2,3,9,3.61
73696,8,2,3,99,NA
73697,57,2,3,8,3.18
73698,23,1,3,9,2.74
73699,20,1,3,NA,NA
73700,0,1,1,3,0.51
73701,47,1,6,15,4.19
73702,48,2,3,9,3.81
73703,38,2,2,77,NA
73704,8,2,3,7,0.93
73705,10,1,3,15,4.19
73706,54,1,3,6,1.44
73707,45,1,4,77,0
73708,69,1,1,15,5
73709,64,1,4,6,2
73710,2,1,3,4,0.47
73711,5,1,1,4,0.46
73712,18,1,6,15,5
73713,3,1,1,99,0.76
73714,29,2,3,15,5
73715,38,2,3,9,3.07
73716,25,1,3,8,4.35
73717,78,1,4,7,1.89
73718,53,1,4,5,1.02
73719,11,2,1,6,0.7
73720,48,1,4,9,3.03
73721,80,2,3,6,2.18
73722,80,2,4,7,3.31
73723,77,1,3,15,5
73724,26,1,4,NA,NA
73725,80,2,3,8,3.05
73726,67,2,1,8,1.34
73727,3,2,4,2,0.31
73728,16,1,3,15,3.13
73729,46,1,3,9,2.59
73730,48,1,1,6,1.28
73731,12,1,7,15,4.61
73732,80,1,3,8,3.18
73733,23,2,1,12,NA
73734,5,2,4,1,0.03
73735,29,2,2,1,0
73736,55,1,4,77,NA
73737,30,2,7,10,2.19
73738,29,1,4,15,5
73739,46,2,3,6,1.47
73740,57,2,6,9,2.52
73741,47,2,1,12,NA
73742,11,2,7,7,1.43
73743,0,1,1,13,NA
73744,0,2,3,4,0.64
73745,7,1,7,3,0.55
73746,64,2,3,3,1.22
73747,80,2,2,14,5
73748,0,1,4,8,1.15
73749,29,1,3,77,NA
73750,9,1,7,7,1.43
73751,61,2,3,3,0.64
73752,8,2,3,9,2.18
73753,11,2,3,8,2.12
73754,15,1,1,4,0.84
73755,75,1,1,7,1.63
73756,56,1,3,77,NA
73757,29,2,1,14,5
73758,15,2,3,15,5
73759,9,2,1,7,1.49
73760,64,1,3,5,1.27
73761,17,1,1,3,0.4
73762,3,1,2,10,2.19
73763,31,2,2,1,0.06
73764,13,1,6,10,2.51
73765,54,1,1,3,0.64
73766,75,2,3,5,1.75
73767,35,2,6,15,4.61
73768,4,2,6,14,3.35
73769,42,1,2,77,NA
73770,50,2,3,14,4.77
73771,0,1,3,6,1.2
73772,21,2,1,15,4.71
73773,39,2,1,15,4.17
73774,80,2,4,99,NA
73775,14,2,4,3,0.5
73776,19,2,2,5,0.54
73777,5,1,1,5,0.84
73778,62,1,1,5,2.08
73779,62,1,3,1,0.04
73780,78,1,3,77,NA
73781,48,2,3,77,NA
73782,68,1,3,5,1.08
73783,26,1,3,15,4.67
73784,7,2,1,6,1.52
73785,46,1,6,15,5
73786,18,2,3,5,0.91
73787,71,1,4,9,3.07
73788,9,2,2,2,0.37
73789,2,2,4,15,4.19
73790,59,1,3,7,3.08
73791,8,1,4,5,0.59
73792,68,2,3,15,5
73793,10,1,1,14,2.25
73794,6,2,2,3,0.2
73795,59,1,3,15,5
73796,5,2,1,7,1.27
73797,57,2,3,4,1
73798,11,1,2,5,0.54
73799,10,2,1,13,NA
73800,54,2,3,4,1.29
73801,46,2,2,15,4.67
73802,18,2,6,1,0
73803,14,1,6,7,1.27
73804,55,1,1,5,0.87
73805,30,2,3,2,0.55
73806,63,1,4,14,5
73807,50,2,3,15,5
73808,53,2,3,7,2.58
73809,52,2,3,6,1.33
73810,48,1,2,14,2.25
73811,64,1,3,5,1.32
73812,5,1,3,3,0.66
73813,34,2,3,14,2.22
73814,0,1,4,1,0.11
73815,72,2,4,8,3.22
73816,64,1,2,6,1.54
73817,0,1,1,5,0.29
73818,5,1,4,15,5
73819,4,1,2,15,5
73820,56,1,3,9,3.2
73821,56,2,3,15,5
73822,13,2,4,1,0.03
73823,35,1,4,6,2.03
73824,11,1,4,3,0.5
73825,64,2,6,15,5
73826,14,2,1,4,0.54
73827,11,2,1,15,5
73828,4,2,4,9,2.64
73829,7,2,6,15,5
73830,64,1,6,15,5
73831,48,2,7,6,1.4
73832,77,1,4,10,4.45
73833,34,2,6,15,5
73834,64,1,6,NA,NA
73835,13,1,1,15,5
73836,9,2,3,8,1.29
73837,29,1,3,9,3.03
73838,2,2,4,8,2.92
73839,68,1,3,9,2.53
73840,77,2,3,5,1.89
73841,13,1,1,5,0.58
73842,53,1,1,3,1.2
73843,42,1,6,7,1.25
73844,12,2,3,7,2.2
73845,70,2,3,4,1.65
73846,24,2,4,7,1.43
73847,34,1,3,7,1.13
73848,65,2,3,3,1.03
73849,16,2,3,15,5
73850,30,1,3,5,0.67
73851,48,2,1,15,5
73852,40,2,1,8,1.63
73853,13,1,3,14,3.48
73854,1,2,1,14,2.69
73855,38,2,3,2,0.28
73856,0,1,2,14,3.09
73857,23,1,1,7,1.33
73858,52,1,4,4,1.14
73859,38,1,4,9,3.81
73860,53,1,4,6,2.18
73861,77,1,3,15,5
73862,61,2,3,6,1.28
73863,26,1,6,8,4.26
73864,62,2,3,5,1.21
73865,48,1,3,6,1.04
73866,47,2,2,15,4.67
73867,80,2,3,15,5
73868,32,1,7,5,1.21
73869,7,1,4,3,0.64
73870,38,1,3,15,5
73871,28,2,3,9,2.31
73872,63,2,6,77,NA
73873,80,1,6,7,2.26
73874,2,2,3,10,3.28
73875,43,1,2,8,1.65
73876,0,2,3,15,5
73877,0,2,4,7,1.27
73878,45,2,4,7,2.58
73879,58,2,3,7,2.03
73880,50,2,3,10,2.13
73881,38,1,2,7,0.86
73882,25,2,3,3,0.21
73883,67,1,1,2,0.19
73884,43,1,1,14,3.82
73885,6,1,3,7,1.07
73886,64,2,2,15,5
73887,16,1,3,7,2.2
73888,56,1,3,15,5
73889,15,1,2,4,0.92
73890,16,1,4,2,0.3
73891,12,1,4,9,2.68
73892,15,1,6,15,5
73893,17,1,4,99,NA
73894,6,1,4,6,0.78
73895,5,1,1,6,1.07
73896,19,2,1,12,NA
73897,11,2,4,3,0.56
73898,9,1,3,12,NA
73899,57,1,4,15,5
73900,66,1,3,15,5
73901,54,1,3,15,5
73902,28,2,6,15,5
73903,4,2,7,5,0.77
73904,17,1,1,4,0.54
73905,12,1,1,5,0.63
73906,34,2,1,3,0.44
73907,8,2,3,3,0.61
73908,67,1,3,8,3.22
73909,0,1,4,9,2.98
73910,51,1,6,15,5
73911,3,1,3,6,1
73912,0,1,2,4,0.92
73913,26,1,4,12,0.34
73914,52,2,7,12,NA
73915,14,2,3,5,0.87
73916,27,1,3,4,0.97
73917,8,1,3,6,0
73918,32,1,4,6,0.76
73919,61,1,4,1,0
73920,18,1,1,7,1.83
73921,80,2,3,3,1.06
73922,75,2,3,5,1.37
73923,4,1,1,10,2.22
73924,39,2,3,77,NA
73925,60,1,2,3,0.83
73926,64,1,1,10,3.33
73927,3,2,1,7,1.58
73928,23,1,4,12,5
73929,3,2,1,5,1.27
73930,70,2,4,15,5
73931,37,2,1,5,0.56
73932,30,1,3,3,0.51
73933,10,2,7,4,0.59
73934,31,1,4,8,1.42
73935,63,1,2,77,NA
73936,3,2,3,15,5
73937,41,2,1,5,0.89
73938,53,2,3,15,5
73939,6,2,7,1,0.13
73940,7,1,1,77,NA
73941,28,1,4,8,2.3
73942,5,1,4,NA,NA
73943,19,1,2,9,1.97
73944,0,1,4,12,NA
73945,66,1,3,5,1.74
73946,2,1,1,5,0.93
73947,1,1,1,5,0.74
73948,4,2,4,6,1.28
73949,48,1,1,5,0.73
73950,3,1,3,6,1.13
73951,14,1,2,9,2.78
73952,42,1,1,1,0.17
73953,13,2,4,12,NA
73954,45,2,3,15,4.25
73955,31,2,4,15,5
73956,4,1,7,9,2.04
73957,26,2,6,15,4.04
73958,16,2,4,9,3.09
73959,5,1,4,9,1.37
73960,11,2,3,15,5
73961,7,1,4,6,1.16
73962,49,1,4,9,1.37
73963,16,1,6,14,3.14
73964,45,1,4,9,5
73965,0,1,3,6,1.15
73966,7,1,1,5,0.7
73967,9,1,6,15,5
73968,15,1,4,15,4.19
73969,0,1,3,7,1.43
73970,10,1,2,4,0.54
73971,15,2,4,14,2.37
73972,2,2,1,6,1.52
73973,75,2,4,8,4.11
73974,34,1,1,14,3.45
73975,64,2,3,4,1.02
73976,11,2,7,14,0
73977,30,1,6,15,5
73978,10,2,6,15,5
73979,61,2,3,15,5
73980,43,1,2,12,NA
73981,36,2,6,7,1.43
73982,13,1,4,2,0.35
73983,18,2,4,1,0.13
73984,5,1,3,7,2.42
73985,43,2,2,9,2.78
73986,7,2,4,6,1.18
73987,56,1,1,4,1.03
73988,4,1,3,15,5
73989,0,1,3,6,0.05
73990,50,2,6,15,5
73991,8,2,1,4,0.64
73992,20,1,3,99,1.04
73993,57,1,3,3,0.64
73994,36,1,7,10,2.15
73995,40,2,6,9,3.07
73996,17,2,3,6,1.54
73997,17,1,1,14,2.9
73998,32,2,4,7,1.68
73999,66,1,3,15,5
74000,14,1,3,7,0.93
74001,48,1,4,5,0.86
74002,63,1,4,14,4.04
74003,68,2,4,4,0.77
74004,31,2,4,9,2.15
74005,23,1,3,3,1.2
74006,34,2,4,6,1.61
74007,71,2,3,7,2.58
74008,49,2,3,8,3.18
74009,6,2,3,15,5
74010,40,1,3,8,1.61
74011,55,1,4,15,5
74012,68,2,1,7,1.27
74013,56,2,3,15,5
74014,60,1,1,99,NA
74015,2,2,3,5,1.23
74016,49,1,6,14,3.4
74017,18,2,6,15,3.05
74018,22,1,4,2,0.26
74019,17,2,1,1,0.1
74020,4,2,3,15,5
74021,16,1,1,6,1.06
74022,66,2,1,3,0.35
74023,19,1,3,9,3.87
74024,3,1,7,1,0.06
74025,45,1,3,8,1.63
74026,11,1,2,77,NA
74027,42,1,4,10,2.19
74028,57,2,4,6,1.05
74029,22,1,4,7,3
74030,0,1,3,4,0.65
74031,19,2,4,8,2.29
74032,47,2,3,15,4.25
74033,80,1,3,10,5
74034,0,2,1,14,2.69
74035,3,2,4,3,0.51
74036,43,1,4,12,NA
74037,20,1,1,5,0.89
74038,54,2,4,1,0.13
74039,10,2,4,6,0.69
74040,4,1,2,4,0.57
74041,60,1,1,NA,NA
74042,41,2,6,5,0.86
74043,14,2,1,2,0.29
74044,73,1,3,3,0.86
74045,38,1,1,8,2.86
74046,41,2,3,15,5
74047,40,2,1,5,0.67
74048,80,1,3,6,1.78
74049,62,2,4,7,2.29
74050,44,2,3,6,1.27
74051,20,2,6,15,5
74052,19,2,4,1,0.1
74053,10,2,4,7,1.45
74054,40,2,3,10,3.28
74055,57,1,1,8,2.69
74056,38,1,2,5,0.56
74057,63,2,4,6,2.19
74058,60,2,4,6,1.15
74059,57,1,3,15,5
74060,8,2,3,14,3.48
74061,12,2,4,5,0.75
74062,67,2,6,4,0.81
74063,49,1,6,15,5
74064,17,1,6,4,0.83
74065,71,2,3,8,3.92
74066,56,1,2,4,0.49
74067,2,2,3,7,1.43
74068,5,2,3,1,0
74069,0,2,3,5,0.97
74070,59,2,3,15,5
74071,3,2,3,15,5
74072,63,1,4,4,1.29
74073,0,1,4,3,0.64
74074,4,2,1,4,0.47
74075,59,1,4,2,0.43
74076,4,2,1,15,5
74077,26,1,3,9,2.02
74078,63,1,3,14,5
74079,2,2,1,5,0.86
74080,5,2,3,14,2.24
74081,80,1,3,5,1.39
74082,4,1,7,3,0.72
74083,67,2,4,6,2.57
74084,1,1,7,5,0.89
74085,80,2,3,4,1.18
74086,6,1,4,15,4.61
74087,59,2,1,15,3.79
74088,12,1,1,5,0.73
74089,11,1,4,5,0.73
74090,80,2,3,6,2.14
74091,19,2,7,10,2.65
74092,6,2,4,15,4.16
74093,4,1,1,15,3.79
74094,7,1,4,6,0.91
74095,12,2,2,15,5
74096,53,1,3,2,0.58
74097,40,2,3,15,3.17
74098,0,1,1,7,1.45
74099,44,1,1,5,0.82
74100,69,1,4,4,1.67
74101,34,2,7,5,0.38
74102,18,2,4,7,1.61
74103,17,2,2,5,0.98
74104,8,2,7,15,3.63
74105,0,2,4,3,0.47
74106,10,2,4,9,1.72
74107,4,1,3,4,0.75
74108,1,2,4,14,3.3
74109,59,2,3,7,1.77
74110,60,1,2,6,1.12
74111,61,2,6,15,5
74112,28,2,2,4,0.5
74113,17,1,3,5,0.84
74114,9,2,4,6,0.78
74115,27,1,1,4,0.64
74116,25,1,2,8,1.52
74117,8,2,4,14,2.18
74118,35,2,1,14,2.9
74119,32,2,1,7,1.38
74120,80,1,3,5,1.27
74121,9,2,3,15,5
74122,71,2,3,6,2.26
74123,21,2,2,3,0.76
74124,28,2,2,5,1.29
74125,39,2,3,12,NA
74126,53,2,4,8,3.92
74127,33,2,4,5,0.57
74128,71,2,4,7,1.5
74129,56,1,6,8,1.22
74130,12,1,4,9,1.88
74131,24,2,1,10,3.58
74132,62,2,4,10,3.54
74133,14,2,1,6,1.2
74134,51,2,6,9,3.03
74135,6,2,3,15,4.25
74136,9,1,6,77,NA
74137,17,1,1,8,0.94
74138,69,1,1,6,1.64
74139,63,2,6,1,0
74140,8,2,1,3,0.45
74141,71,2,3,9,5
74142,61,1,4,7,1.92
74143,30,1,3,15,5
74144,51,1,1,14,3.79
74145,6,1,4,7,1.77
74146,50,1,4,2,0.57
74147,79,2,3,4,0.97
74148,42,2,3,5,1.42
74149,54,2,1,2,0.77
74150,20,2,3,14,2.27
74151,1,1,3,2,0.31
74152,74,2,4,2,0.85
74153,59,2,3,77,NA
74154,52,2,4,8,2.43
74155,20,2,2,4,0.76
74156,3,2,2,7,1.45
74157,7,2,7,15,4.69
74158,19,2,4,6,1.06
74159,32,1,4,15,5
74160,66,2,2,14,3.4
74161,16,2,7,6,0.65
74162,19,2,3,NA,NA
74163,11,2,1,14,4.1
74164,38,2,1,6,1.43
74165,3,1,1,8,0.94
74166,28,2,3,2,0.3
74167,0,1,3,14,3.05
74168,14,1,1,5,0.74
74169,22,1,4,8,2.53
74170,56,1,4,15,5
74171,17,1,6,9,3.07
74172,33,2,3,6,1.54
74173,43,2,2,5,1.23
74174,3,2,3,15,5
74175,80,2,3,2,0.85
74176,51,2,6,4,0.5
74177,5,1,3,6,1.13
74178,53,2,4,15,5
74179,17,1,4,15,4.38
74180,63,2,3,9,3.81
74181,38,1,3,6,1.48
74182,12,1,1,7,0.8
74183,11,2,2,15,5
74184,55,2,6,15,5
74185,11,2,3,15,4.72
74186,29,2,3,7,1.27
74187,23,2,4,12,NA
74188,80,1,3,77,NA
74189,0,2,1,6,1.71
74190,56,2,3,8,3.22
74191,39,2,4,1,0.07
74192,7,2,3,7,1.25
74193,66,2,3,3,1.04
74194,3,2,3,4,0.96
74195,26,2,3,5,0.79
74196,36,2,3,15,5
74197,26,1,4,4,0.86
74198,66,2,2,7,3.48
74199,22,2,4,1,0.03
74200,5,1,3,6,1.12
74201,25,2,4,3,0.89
74202,59,1,4,14,5
74203,51,2,4,5,1.53
74204,6,2,4,4,0.45
74205,65,1,6,15,5
74206,16,1,7,14,5
74207,32,2,3,9,2.82
74208,2,1,2,6,0.7
74209,9,2,4,6,1.04
74210,0,1,1,4,0.64
74211,74,2,2,4,0.77
74212,7,2,6,9,2.52
74213,6,2,1,5,0.7
74214,47,2,2,15,5
74215,9,2,1,15,5
74216,4,1,3,3,0.59
74217,5,1,1,5,1.02
74218,10,1,4,7,1.77
74219,74,1,6,15,5
74220,14,1,3,4,1.18
74221,34,2,4,77,NA
74222,45,1,3,5,1.63
74223,1,2,3,7,1.7
74224,66,1,3,5,1.16
74225,67,2,2,5,1.74
74226,20,2,6,1,0
74227,78,2,4,3,0.86
74228,2,1,4,4,1.14
74229,17,2,4,14,3.82
74230,44,1,1,9,3.07
74231,67,2,4,6,2.44
74232,29,2,3,6,1.13
74233,19,2,1,5,0.51
74234,0,1,3,5,1.02
74235,27,2,1,8,1.61
74236,1,1,2,6,1.02
74237,51,2,3,15,5
74238,6,1,6,8,2.1
74239,35,2,3,15,5
74240,74,2,4,8,4.53
74241,72,1,3,8,3.22
74242,9,2,7,6,0.91
74243,33,2,1,8,1.91
74244,7,2,3,7,1.77
74245,11,2,2,7,1.06
74246,71,2,6,3,1.04
74247,74,1,3,14,4.77
74248,4,2,3,8,1.79
74249,16,2,6,15,5
74250,2,2,1,1,0.14
74251,20,1,3,5,0.98
74252,18,2,3,8,1.56
74253,77,1,4,6,1.93
74254,71,1,3,15,3.17
74255,7,1,3,14,3.26
74256,17,1,6,1,0.04
74257,0,2,6,NA,NA
74258,1,1,4,14,2.37
74259,39,2,2,7,1.68
74260,52,2,4,3,0.51
74261,2,2,1,4,0.54
74262,70,2,3,2,0.74
74263,8,2,7,7,1.43
74264,46,2,1,5,0.84
74265,36,2,2,3,0.61
74266,1,1,6,4,0.5
74267,4,2,4,4,0.57
74268,62,2,3,2,0.46
74269,4,1,1,15,5
74270,51,2,3,15,5
74271,13,1,1,6,0.95
74272,0,2,3,8,2.12
74273,16,1,3,14,2.66
74274,16,1,4,8,1.79
74275,29,2,7,14,0.86
74276,62,2,1,4,1.03
74277,16,1,1,14,2.69
74278,42,2,6,15,3.93
74279,21,2,3,6,1.03
74280,80,2,3,12,NA
74281,27,1,3,10,4.19
74282,23,2,2,6,1.54
74283,49,2,1,8,2.86
74284,58,1,4,8,1.31
74285,30,2,7,15,3.17
74286,10,2,4,4,0.49
74287,60,1,4,9,3.74
74288,15,2,1,7,1.76
74289,0,1,4,3,0.42
74290,48,1,3,10,2.51
74291,3,2,1,9,1.45
74292,63,2,3,3,1.13
74293,27,2,3,9,5
74294,44,2,1,4,0.81
74295,26,1,6,7,3
74296,26,1,3,15,5
74297,9,1,2,77,NA
74298,80,2,3,6,1.72
74299,0,2,4,6,1.72
74300,46,1,4,15,5
74301,50,2,3,15,5
74302,62,1,2,14,1.84
74303,3,1,1,8,1.61
74304,80,1,3,3,0.83
74305,71,1,3,6,1.05
74306,62,1,1,6,0.91
74307,6,2,4,7,1.47
74308,11,1,3,6,0.57
74309,4,2,1,6,0.76
74310,60,2,6,14,4.83
74311,5,1,1,14,1.04
74312,22,1,3,3,0.87
74313,80,2,3,4,1.21
74314,50,1,6,15,3.63
74315,7,2,1,3,0.43
74316,17,2,4,2,0.46
74317,33,1,3,10,2.73
74318,52,2,3,9,3.2
74319,68,2,6,2,0.73
74320,1,2,4,2,0.21
74321,1,1,2,2,0.47
74322,18,1,1,14,1.04
74323,27,2,3,14,4.04
74324,79,2,3,6,1.93
74325,12,1,7,13,NA
74326,16,1,4,5,1.02
74327,14,1,1,7,1.14
74328,44,1,2,9,2.52
74329,46,1,6,NA,NA
74330,3,1,3,14,4.04
74331,33,1,4,6,1.09
74332,18,2,3,7,1.49
74333,2,2,3,4,0.4
74334,11,2,6,15,5
74335,9,2,1,4,0.47
74336,7,1,2,6,0.56
74337,4,1,3,NA,NA
74338,43,1,3,9,5
74339,12,1,1,2,0.24
74340,41,1,3,15,5
74341,60,1,2,9,5
74342,10,2,4,3,0.43
74343,2,1,1,3,0.36
74344,18,1,4,77,NA
74345,56,1,3,14,3.14
74346,70,1,3,9,3.87
74347,13,1,7,15,5
74348,45,2,4,10,2.97
74349,57,2,2,15,5
74350,52,1,3,13,NA
74351,7,2,4,8,2.43
74352,65,1,6,15,5
74353,20,2,3,4,0.66
74354,0,2,1,15,5
74355,61,1,3,77,NA
74356,18,2,1,10,2.54
74357,77,1,2,3,0.86
74358,13,2,1,5,0.89
74359,63,1,4,10,4.13
74360,17,2,4,7,1.61
74361,10,2,3,3,0.35
74362,2,2,3,6,0.9
74363,2,1,3,9,2.22
74364,5,2,1,8,1.58
74365,3,1,3,5,0.73
74366,61,2,3,9,2.31
74367,74,1,3,99,NA
74368,53,2,3,9,2.52
74369,7,1,1,5,0.38
74370,6,1,4,12,NA
74371,1,1,2,8,1.74
74372,4,1,4,14,3.14
74373,7,1,1,12,NA
74374,70,2,6,8,2.9
74375,63,2,1,1,0
74376,21,1,4,3,0.77
74377,3,1,4,2,0.26
74378,24,1,2,6,1.61
74379,43,1,4,8,2.53
74380,28,1,3,8,1.86
74381,25,2,3,10,3.28
74382,4,1,4,7,1.45
74383,64,1,2,15,4.19
74384,25,2,7,6,0.83
74385,73,1,3,9,3.87
74386,24,1,7,7,2.58
74387,2,2,4,6,1.13
74388,57,1,6,10,3.58
74389,4,2,4,2,0.31
74390,5,1,4,7,1.38
74391,0,2,3,5,0.67
74392,14,1,3,NA,NA
74393,26,1,4,6,1.09
74394,51,2,4,8,2.27
74395,77,1,3,5,1.74
74396,29,2,3,15,5
74397,24,2,3,5,0.86
74398,27,1,7,8,0.64
74399,31,2,3,6,1.2
74400,23,1,6,15,5
74401,19,2,3,5,0.5
74402,49,2,3,9,1.75
74403,31,2,4,6,1.61
74404,0,2,3,15,4.35
74405,5,2,4,4,0.71
74406,0,2,2,12,NA
74407,8,2,3,6,0.9
74408,29,1,2,3,0.35
74409,6,2,6,4,0.73
74410,9,1,3,7,1.08
74411,28,1,3,10,5
74412,37,1,6,8,1.81
74413,80,2,3,6,2.09
74414,0,2,3,14,3.26
74415,17,2,1,8,1.65
74416,3,1,6,8,2.1
74417,56,2,4,6,2.16
74418,23,2,3,7,1.77
74419,76,2,3,12,NA
74420,5,2,4,14,3.4
74421,47,1,3,3,0.86
74422,29,1,4,2,0.45
74423,16,1,6,NA,NA
74424,35,2,3,14,3.84
74425,62,2,3,8,3.05
74426,2,1,3,15,5
74427,14,1,4,5,0.83
74428,0,1,3,15,5
74429,1,1,3,10,2.36
74430,11,1,3,6,0
74431,5,2,2,15,5
74432,60,1,4,12,NA
74433,22,1,3,15,4.48
74434,36,2,4,4,0.54
74435,19,1,4,8,2.12
74436,55,1,6,14,3.14
74437,35,1,1,7,3.31
74438,0,1,3,8,1.86
74439,0,2,1,7,1.68
74440,31,2,3,14,3.82
74441,38,2,4,4,0.71
74442,63,1,4,10,3.69
74443,11,2,2,8,2.12
74444,10,1,4,9,1.88
74445,47,1,3,14,3.56
74446,64,2,3,3,1.1
74447,0,1,2,NA,NA
74448,5,2,6,15,4.61
74449,37,1,4,15,5
74450,16,1,1,6,0.9
74451,77,2,2,4,0.78
74452,11,2,1,14,4.12
74453,0,1,3,7,1.2
74454,45,1,6,15,5
74455,38,2,3,6,1.12
74456,1,2,4,6,1.2
74457,13,1,3,15,5
74458,15,2,1,8,1.63
74459,61,2,3,1,0
74460,20,2,3,15,5
74461,1,1,3,4,0.47
74462,58,2,4,7,3.77
74463,45,1,3,14,4.61
74464,45,1,7,1,0.13
74465,80,1,1,5,1.42
74466,34,1,3,7,1.01
74467,1,1,4,14,3.4
74468,5,2,6,6,1.32
74469,1,1,4,4,0.57
74470,4,1,3,1,0.03
74471,16,2,1,7,1.27
74472,2,2,3,9,2.62
74473,80,1,3,4,1.11
74474,3,1,1,8,2.12
74475,0,1,1,6,1.27
74476,68,2,2,8,1.89
74477,1,1,1,2,0.25
74478,8,1,7,7,1.25
74479,50,2,1,10,3.33
74480,18,2,1,6,0.52
74481,35,2,4,77,NA
74482,8,2,1,6,1.52
74483,4,1,1,6,1.27
74484,11,2,4,15,3.96
74485,3,2,3,8,1.39
74486,69,2,4,8,1.29
74487,78,1,3,8,3.09
74488,16,2,3,15,3.6
74489,36,2,3,15,5
74490,80,2,3,14,5
74491,8,2,4,NA,0.47
74492,10,2,3,9,1.97
74493,40,1,1,8,2.3
74494,2,1,4,14,4.61
74495,8,1,6,9,1.72
74496,4,1,3,6,1
74497,2,1,2,2,0.28
74498,29,1,1,8,2.12
74499,59,1,4,3,1.22
74500,6,1,1,3,0.61
74501,10,2,3,6,1.12
74502,27,1,4,2,0.51
74503,47,2,1,6,1.07
74504,43,2,3,5,0.84
74505,21,2,3,15,5
74506,4,2,1,6,1.26
74507,14,1,1,5,0.7
